Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,SD-CTR--2020-24597dt 03-03-2021,2021_PWD_45103_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,10-Mar-2021 06:00 PM,25-Mar-2021 11:00 AM,10-Mar-2021 06:00 PM,24-Mar-2021 04:00 PM,NA ,NA ,10-Mar-2021 06:00 PM,24-Mar-2021 04:00 PM,30-Mar-2021 11:00 AM,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),Construction Improvement on road from Brock Hurst to vikas Nagar in Shimla Town,"Widening Metalling and tarring in various location U shape drain, Retaining wall and Breast wall in Brock Hurst to Vikas Nagar road at Rd 0/00 to 0/615)(Under Smart city in Shimla Town)",As per SBD ,NA ,,Civil Works,NA ,Tender,120.0,120.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,"86,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,AOC,1.0,204861.0,BHARAT SINGH CHAUHAN,24-Mar-2021 02:39 PM,Rejected-Finance,2nd Lowest,04-Jun-2021 02:01 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,27-Mar-2021 01:36 PM,technical_67754.pdf,Finance,Bid opening summary,Sudhir Kumar Gupta,31-Mar-2021 11:17 AM,finance_67754.pdf,BOQ Comparative Chart,1.0,205459.0,Devi Prakash Sharma,INR,"7,412,461",ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,27-Mar-2021 01:39 PM,30-Mar-2021 11:00 AM,techsummary_67754.pdf (829.51 KB),PWD,2021_PWD_45103_1,SD-CTR--2020-24597dt 03-03-2021,Construction Improvement on road from Brock Hurst to vikas Nagar in Shimla Town,04-Jun-2021,"INR 5,374,490",120.0,Sudhir Kumar Gupta,04-Jun-2021 02:02 PM,AOC45103_1.pdf (808.00 KB),AOC,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,04-Jun-2021 02:01 PM,finsummary_67754.pdf (807.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,2.0,204968.0,DASU RAM,24-Mar-2021 02:45 PM,Rejected-Finance,4th Lowest,04-Jun-2021 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,205459.0,Devi Prakash Sharma,23-Mar-2021 04:26 PM,Accepted-AOC,Awarded,04-Jun-2021 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,205457.0,Gaurav Rana,23-Mar-2021 08:17 PM,Rejected-Technical,No,27-Mar-2021 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,205039.0,Rajinder Sharma,23-Mar-2021 03:15 PM,Rejected-Finance,3rd Lowest,04-Jun-2021 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,205583.0,varun sharma civil and government contractor,23-Mar-2021 11:34 PM,Rejected-Technical,No,27-Mar-2021 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7). (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.( submit the original as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
