Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
400.0,Online Mode,Online Mode,No,1.0,ICICI BANK,"29,005",No,fixed,,Online Mode,Online Mode,08-Dec-2020 05:00 PM,16-Dec-2020 11:30 AM,08-Dec-2020 05:00 PM,16-Dec-2020 11:00 AM,NA ,NA ,08-Dec-2020 05:00 PM,16-Dec-2020 11:00 AM,06-Jan-2021 02:00 PM,Executive Engineer,JSV Division Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Form (online mode),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2020_HPIPH_43017_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Prov Sep LWSS Matiyal Barehar in Tehsil Baroh SH _ Supply and errection of pumping machinery Laying and jointing rising main 65 mm dia,Prov Sep LWSS Matiyal Barehar in Tehsil Baroh SH _ Supply and errection of pumping machinery Laying and jointing rising main 65 mm di,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,60.0,90.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,AOC,Er. Rahul Dhiman EE,Internal,Sh. S.P. Verma Sr. DAO Smt. Anita Rana Supdt. Smt. Kanchan Bala HDM,Rahul Dhiman,06-Jan-2021 12:34 PM,06-Jan-2021 02:00 PM,techsummary_63756.pdf (258.80 KB),1.0,191960.0,Bharat Engg and Suppliers,16-Dec-2020 08:34 AM,Rejected-Finance,Highest Amount,06-Jan-2021 03:38 PM,15-Jun-2021,"INR 1,375,125",90.0,Rahul Dhiman,15-Jun-2021 01:45 PM,Award.pdf (195.00 KB),Award Letter,Finance,Financial bid opened on dated 06.01.2021,Rahul Dhiman,06-Jan-2021 03:23 PM,finance_63756.pdf,BOQ Comparative Chart,Technical,Technical bid opened on dated 16.12.2020,Rahul Dhiman,06-Jan-2021 12:24 PM,technical_63756.pdf,Er.Rahaul Dhiman E.E.,Internal,"Sh SP Verma Sr.DAO Smt.Anita Rana Supdt Gr-II, Smt Kanchan Bala HDM",Rahul Dhiman,06-Jan-2021 03:34 PM,finsummary_63756.pdf (258.82 KB),1.0,191757.0,SUBHASH SINGH,INR,"1,199,808","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2020_HPIPH_43017_1,NGB-KNG01-773,Prov Sep LWSS Matiyal Barehar in Tehsil Baroh SH _ Supply and errection of pumping machinery Laying and jointing rising main 65 mm dia,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD (online mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,191954.0,SANJAY SAINI,15-Dec-2020 09:11 PM,Rejected-Finance,Highest Amount,06-Jan-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,191955.0,Sanjeev,15-Dec-2020 09:37 PM,Rejected-Technical,Firm does not similar work as per NIT condition,06-Jan-2021 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Income Tax/GST/EPF etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,191757.0,SUBHASH SINGH,14-Dec-2020 04:33 PM,Accepted-AOC,Lowest Amount,15-Jun-2021 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Curve Chart should be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Contr/Firm should not have blacklist by any Govt. Agency.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Terms and Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
