S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,210368.0,Hardeep Singh Bedi,INR,"282,000",Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2021_UDDHP_46376_1,1MC-NLG(9)2020-21-27,Supply of CC Rest bench to M C Nalagarh for fixing at different places in Nalagarh Town,Sanjay Kumar,Internal,"President, E.O., A.E.",Lalit Katoch,08-Jun-2021 04:16 PM,finsummary_69731.pdf (168.16 KB),08-Jun-2021,"INR 282,000",90.0,Lalit Katoch,08-Jun-2021 04:24 PM,aoc33.pdf (433.00 KB),work awarded,Technical,BID OPENING SUMMARY,Lalit Katoch,03-May-2021 03:04 PM,technical_69731.pdf,Finance,Financial bide opening,Lalit Katoch,05-May-2021 08:19 PM,finance_69731.pdf,BOQ Comparative Chart,1.0,210406.0,Ajay Thakur,28-Apr-2021 09:19 PM,Rejected-AOC,Being L2,08-Jun-2021 04:24 PM,Sanjay Kumar,Internal,E.O. and J.E.,Lalit Katoch,05-May-2021 02:50 PM,05-May-2021 04:15 PM,techsummary_69731.pdf (210.98 KB),AOC,Supply of CC Rest bench to M C Nalagarh for fixing at different places in Nalagarh Town,Supply of CC Rest bench to M C Nalagarh for fixing at different places in Nalagarh Town,Please refer Tender documents. ,NA ,"7,44,000",Civil Works,NA ,Tender,90.0,90.0,NALAGARH,174101.0,NA ,NA ,NA ,MC NALAGARH,No ,No,500.0,EXECUTIVE OFFICER,NALAGARH,No,1.0,DD - Demand Draft,09-Apr-2021 02:00 PM,29-Apr-2021 03:00 PM,09-Apr-2021 02:00 PM,29-Apr-2021 10:30 AM,NA ,NA ,09-Apr-2021 02:00 PM,29-Apr-2021 10:30 AM,05-May-2021 04:15 PM,"15,000",No,fixed,,EXECUTIVE OFFICER,NALAGARH,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(9)2020-21-27,2021_UDDHP_46376_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EXECUTIVE OFFICER,MUNICIPAL COUNCIL NALAGARH,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,210368.0,Hardeep Singh Bedi,28-Apr-2021 06:12 PM,Accepted-AOC,Awarded,08-Jun-2021 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,210240.0,IMRAN KHAN,27-Apr-2021 07:20 PM,Rejected-Finance,Rejected being L4,08-Jun-2021 04:16 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,210361.0,IRSHAD KHAN,28-Apr-2021 05:09 PM,Rejected-Technical,Irresponsive,05-May-2021 02:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,210282.0,KRISHAN LAL,28-Apr-2021 11:59 AM,Rejected-AOC,Being L3,08-Jun-2021 04:24 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,210314.0,mustak,28-Apr-2021 02:13 PM,Rejected-Technical,Irresponsive,05-May-2021 02:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
