S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"3,76,978",Yes,percentage,2.0%,Nil,Nil,23-Feb-2021 06:00 PM,17-Mar-2021 02:00 PM,23-Feb-2021 06:00 PM,16-Mar-2021 02:00 PM,NA ,NA ,27-Feb-2021 10:00 AM,16-Mar-2021 02:00 PM,13-May-2021 12:20 PM,"Addl. Chief Engineer, UAZ, W. R. Deptt. Dibrugarh","Addl. Chief Engineer, UAZ, W. R. Deptt. Dibrugarh","4,000",Nil,Nil,No,Department of Water Resources||Chief Engineer - DoWR,DHM/RIDF/DIZMORE/2020-21-1,2021_DoWR_21407_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,R/S to B/dyke from Dizmore to Sonarigaon from 7th KM to 14th KM including A/E measures at different reaches.,R/S to B/dyke from Dizmore to Sonarigaon from 7th KM to 14th KM including A/E measures at different reaches.,Please refer Tender documents. ,NA ,"1,88,48,923",Civil Works,NA ,Tender,180.0,90.0,Dhemaji,787057.0,NA ,NA ,NA ,Dibrugarh,No ,No,1.0,Extension Notice,Date,,AOC,1,116840,ANIL BORGOHAIN-UMAKANTA LAHAN JV,16-Mar-2021 09:11 AM,Accepted-AOC,AOC,05-Jun-2021 04:44 PM,05-Jun-2021,INR 16963088.85,90.0,Bhupen Bora,05-Jun-2021 04:44 PM,Dizmore.pdf (589.00 KB),R/S to B/dyke from Dizmore to Sonarigaon from 7th KM to 14th KM including A/E measures at different reaches.,"Additional Chief Engineer, Upper Assam Zone, W. R. Department, Dibrugarh",Internal,"Addl. Chief Engineer, UAZ, W. R. Department, Dibrugarh Director, O/o the Addl. Chief Engineer, UAZ, WRD Dy. Director, O/o. the Addl. Chief Engineer, UAZ, WRD AEE (TC), O/o the Addl. CE, UAZ, WRD",Joy Sekhar Chakraborty,13-May-2021 12:17 PM,13-May-2021 12:20 PM,techsummary_33386.pdf (754.90 KB),"Additional Chief Engineer, Upper Assam Zone, W. R. Department, Dibrugarh",Internal,"ACE,UAZ/DIRECTOR/DY.DIRECTOR/EE/AEE,CONCERNED/A.O./TECH.ASSTT.WITH DSC",Bhupen Bora,05-Jun-2021 04:40 PM,finsummary_33386.pdf (755.36 KB),Finance,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,13-May-2021 12:28 PM,,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2021_DoWR_21407_1,DHM/RIDF/DIZMORE/2020-21-1,R/S to B/dyke from Dizmore to Sonarigaon from 7th KM to 14th KM including A/E measures at different reaches.,1.0,116840.0,ANIL BORGOHAIN-UMAKANTA LAHAN JV,INR,16963088.85,Technical,Financial Bids of the successful bidders may be opened.,Joy Sekhar Chakraborty,13-May-2021 12:06 PM,technical_33386.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,2,116811,Arunmoni Phukan,16-Mar-2021 12:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-May-2021 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,116742,BALIN KRISHNA GOSWAMI-NEMI CHAND KABRA JV,15-Mar-2021 04:42 PM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,116537,Basumatary G JV,14-Mar-2021 11:53 AM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,116844,JITU HAZARIKA,16-Mar-2021 12:33 PM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,116814,MS JYOTSON CONSTRUCTION-PULIN BORGOHAIN JV,16-Mar-2021 11:45 AM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,116836,M/S Star Constructions and Sri Ganesh Neog JV,15-Mar-2021 10:43 PM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,116845,M/s. Suresh Kumar Agarwalla,16-Mar-2021 12:26 PM,Rejected-AOC,Not Qualified for AOC,05-Jun-2021 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,116837,Om Prakash Agarwalla,16-Mar-2021 11:12 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-May-2021 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,116727,Yugant Infrastructure Private Limited,14-Mar-2021 04:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-May-2021 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
