EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"12,000",Yes,fixed,,Nil,Nil,Special repair to Old age home care at Basantpur Distt. Shimla H.P.,SH- Providing vinyl / PVC flooring over BWR plywood flooring on dormitory in Ground Floor) Deposit Work,as per tender documents ,NA ,"5,90,866",Civil Works - Buildings,NA ,Tender,120.0,60.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,500.0,Nil,Nil,No,10-Mar-2021 06:55 PM,18-Mar-2021 11:00 AM,10-Mar-2021 06:55 PM,17-Mar-2021 05:00 PM,NA ,NA ,10-Mar-2021 06:55 PM,17-Mar-2021 05:00 PM,23-Apr-2021 04:30 PM,PWD,PW-SRDD-CB-CTR-2020-21-17841 dated 18-02-2021,2021_PWD_45395_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender,1.0,ICICI BANK,EE Dhami,Shimla Rural Division HPPWD Dhami,AOC,Er Maan Singh,Internal,"Sh Prem Raj Meen DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,23-Apr-2021 04:24 PM,23-Apr-2021 04:30 PM,techsummary_68374.pdf (534.93 KB),PWD,2021_PWD_45395_5,PW-SRDD-CB-CTR-2020-21-17841 dated 18-02-2021,Special repair to Old age home care at Basantpur Distt. Shimla H.P.,11-Jun-2021,"INR 590,866",60.0,Naveen Singh Kaundal,11-Jun-2021 07:04 PM,OACH-AOC.pdf (1031.00 KB),AOC,Er Maan Singh,Internal,"Sh Prem Raj Meen DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,26-Apr-2021 01:26 PM,finsummary_68374.pdf (554.67 KB),1.0,203040.0,KISHORI LAL SHARMA,17-Mar-2021 10:59 AM,Rejected-Technical,Non-responsive,23-Apr-2021 04:25 PM,Technical,Bid opening summary,Naveen Singh Kaundal,18-Mar-2021 05:07 PM,technical_68374.pdf,1.0,202956.0,Suresh Kumar Sharma,INR,"548,674",Finance,Bid opening summary,Naveen Singh Kaundal,26-Apr-2021 01:20 PM,finance_68374.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,203961.0,NIPUN CHAUHAN ASSOCIATES,17-Mar-2021 03:31 PM,Rejected-Finance,L4 Bidder,26-Apr-2021 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,203950.0,Om Prakash,17-Mar-2021 02:25 PM,Rejected-Finance,L3 Bidder,26-Apr-2021 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,203945.0,PRAHLAD SING NEGI,17-Mar-2021 04:21 PM,Rejected-Finance,L2 Bidder,26-Apr-2021 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,203626.0,RANJEET SINGH,15-Mar-2021 07:49 PM,Rejected-Finance,L6 Bidder,26-Apr-2021 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,203701.0,SUBHASH,16-Mar-2021 11:46 AM,Rejected-Finance,L5,26-Apr-2021 01:26 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,202956.0,Suresh Kumar Sharma,12-Mar-2021 06:04 PM,Accepted-AOC,L1 Bidder,11-Jun-2021 07:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
