S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,210078.0,lov vij govt contractor,INR,"5,588,064",Finance,Bid opening summary,Sudhir Kumar Gupta,05-May-2021 04:49 PM,finance_70051.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sudhir Kumar Gupta,04-May-2021 12:58 PM,technical_70051.pdf,1.0,210256.0,ashish kaushal,29-Apr-2021 06:51 AM,Rejected-Finance,2nd Lowest,19-Jun-2021 12:26 PM,ErSudhirGupta,Internal,ShAmarSinghVermaHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,19-Jun-2021 12:26 PM,finsummary_70051.pdf (619.17 KB),19-Jun-2021,"INR 4,846,822",30.0,Sudhir Kumar Gupta,19-Jun-2021 12:28 PM,AOC46602_1.pdf (821.00 KB),AOC,PWD,2021_PWD_46602_1,SD-I-CTR-Tender-20-21- 145 dt 07-04-2021,Annual Surfacing on Kanda to Moolkoti road km 4/00 to 13/240 (SH Providing renewal coat of 30mm thick bituminous concrete at km 4/0 to 8/00)(Under AMP 2021-2022),ErSudhirGupta,Internal,ShAmarSinghVermaHDMShRajender KumarShRajkumarSrAssistant,Sudhir Kumar Gupta,04-May-2021 12:59 PM,05-May-2021 11:00 AM,techsummary_70051.pdf (827.25 KB),AOC,1.0,ICICI BANK,PWD,SD-I-CTR-Tender-20-21- 145 dt 07-04-2021,2021_PWD_46602_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,"96,936",No,fixed,,Nil,Nil,Annual Surfacing on Kanda to Moolkoti road km 4/00 to 13/240 (SH Providing renewal coat of 30mm thick bituminous concrete at km 4/0 to 8/00)(Under AMP 2021-2022),Annual Surfacing on Kanda to Moolkoti road km 4/00 to 13/240 (SH Providing renewal coat of 30mm thick bituminous concrete at km 4/0 to 8/00)(Under AMP 2021-2022),As Per SBD ,NA ,,Civil Works,NA ,Tender,120.0,30.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,17-Apr-2021 06:00 PM,30-Apr-2021 11:00 AM,17-Apr-2021 06:00 PM,29-Apr-2021 04:00 PM,NA ,NA ,17-Apr-2021 06:00 PM,29-Apr-2021 04:00 PM,05-May-2021 11:00 AM,AOC
,,,,,,,,,,,,,,,,2.0,210078.0,lov vij govt contractor,28-Apr-2021 08:36 PM,Accepted-AOC,Awarded,19-Jun-2021 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,210082.0,Satish Kumar Vij,28-Apr-2021 09:02 PM,Rejected-Technical,No,04-May-2021 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7). (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
