Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Public Works Roads Department,2021_PWD_19956_2,CE/APART/01/2021/14,APART/NOCP/ROADS/MR-04 (Construction of Road from Domal Tiniali to Domal Pathar of Wabori Village in Morigaon District (Length-1.500 K. M .)),Technical,Technical Bid has been opened,PALLAVI CHAKRAVORTY,05-Feb-2021 05:40 PM,,04-May-2021,INR 16160129,360.0,PALLAVI CHAKRAVORTY,22-Jun-2021 12:07 PM,WO_domalTiniali.pdf (86.00 KB),"Chief Engineer,PWRd(EAP),Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,26-Feb-2021 02:25 PM,26-Feb-2021 03:30 PM,techsummary_30896.pdf (166.46 KB),1,104103,AFTAB UDDIN AHMED,05-Feb-2021 08:18 AM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,1.0,105017.0,Ramesh Kr Agarwalla,INR,16160129.0,"Chief Engineer,PWRd(EAP),Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer(Planning),CE,PWRD(Roads),Assam",PALLAVI CHAKRAVORTY,04-Mar-2021 11:46 AM,finsummary_30896.pdf (102.41 KB),Finance,Financial Bids has been opened,PALLAVI CHAKRAVORTY,26-Feb-2021 05:40 PM,,BOQ Comparative Chart,AOC,"3,66,460",No,fixed,,"The Chief Engineer, PWRD (EAP), Assam",GUWAHATI,Public Works Roads Department,CE/APART/01/2021/14,2021_PWD_19956_2,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,BG - Bank Guarantee Irrevocable,1.0,Fee/PreQual/Technical,.pdf,EMD,"The Chief Engineer, PWRD (EAP), Assam","O/o The Chief Engineer, PWRD (EAP), Assam",APART/NOCP/ROADS/MR-04 (Construction of Road from Domal Tiniali to Domal Pathar of Wabori Village in Morigaon District (Length-1.500 K. M .)),Construction of Road from Domal Tiniali to Domal Pathar of Wabori Village in Morigaon District (Length-1.500 K. M .),Please refer Tender documents. ,NA ,"1,83,23,000",Civil Works – Roads,NA ,Tender,90.0,360.0,Morigaon District,782105.0,"O/o The Chief Engineer, PWRD (EAP), Assam ","O/o The Chief Engineer, PWRD (EAP), Assam ",16-Jan-2021 11:00 AM ,"O/o The Chief Engineer, PWRD (EAP), Assam",No ,No,05-Jan-2021 06:10 PM,05-Feb-2021 02:30 PM,05-Jan-2021 06:25 PM,05-Feb-2021 02:00 PM,05-Jan-2021 06:40 PM ,16-Jan-2021 11:00 AM ,05-Jan-2021 06:40 PM,05-Feb-2021 02:00 PM,26-Feb-2021 03:30 PM,"5,000","State Project Director, ARIAS Society",GUWAHATI,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,105292,ARIFUR RAHMAN,05-Feb-2021 12:24 PM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,105194,ASHOK KUMAR JAIN,05-Feb-2021 07:51 AM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,104872,Md Ismail Ali,05-Feb-2021 12:54 PM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,105332,MP AGARWALA PVT.LTD,05-Feb-2021 01:46 PM,Rejected-Finance,Rejected as L2,04-Mar-2021 11:46 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,105112,MS MH ENTERPRISE PVT LTD,05-Feb-2021 12:21 AM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,104992,MS Unique Construction,04-Feb-2021 07:19 PM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,105241,NRIPEN DAS,05-Feb-2021 12:53 PM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,105017,Ramesh Kr Agarwalla,04-Feb-2021 08:33 PM,Accepted-AOC,Awarded Contract Bidder,22-Jun-2021 12:07 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,105090,Rang Private Limited,04-Feb-2021 11:10 PM,Rejected-Technical,Non Responsive,26-Feb-2021 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
