Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Tech bid opened,SHASHI PAL,24-Mar-2021 06:11 PM,technical_68168.pdf,1.0,205293.0,SUMESH KUMAR,23-Mar-2021 11:12 AM,Accepted-AOC,Lowest,11-Jun-2021 12:45 PM,Finance,Fin bid opened,SHASHI PAL,26-Mar-2021 05:54 PM,finance_68168.pdf,BOQ Comparative Chart,1.0,205293.0,SUMESH KUMAR,INR,"1,074,907",11-Jun-2021,"INR 1,074,907",60.0,SHASHI PAL,11-Jun-2021 12:45 PM,AOC.pdf (998.00 KB),Work Awarded,Er.S.P.Dhiman EE,Internal,Supdt. HDM AO,SHASHI PAL,26-Mar-2021 05:56 PM,finsummary_68168.pdf (416.65 KB),Er.S.P.Dhiman EE,Internal,Supdt. HDM AM,SHASHI PAL,24-Mar-2021 06:14 PM,25-Mar-2021 02:00 PM,techsummary_68168.pdf (432.68 KB),PWD,2021_PWD_45324_1,No.BGN/2020-21-17151-75 dated 26.02.2021Job2,Periodical Maintenance on Una Mubarikpur to GMS Lower Basal road,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),1.0,DD - Demand Draft,Periodical Maintenance on Una Mubarikpur to GMS Lower Basal road,P/L 30mm thick Bituminous Concrete including Profile correction in Km 0/780 to 1/500 and 1/650 to 1/940,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,60.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,"17,000",Yes,fixed,,Executive Engineer HPPWD Division Bangana,Bangana,PWD,No.BGN/2020-21-17151-75 dated 26.02.2021Job2,2021_PWD_45324_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,Executive Engineer HPPWD Division Bangana,Bangana,No,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,15-Mar-2021 11:00 AM,24-Mar-2021 11:00 AM,15-Mar-2021 11:30 AM,23-Mar-2021 06:00 PM,NA ,NA ,15-Mar-2021 11:30 AM,23-Mar-2021 06:00 PM,25-Mar-2021 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Earnest Money (Indicated in Schedule F),2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor Registration(General Rule No. 23),3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
