Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EXECUTIVE OFFICER,MUNICIPAL COUCIL NALAGARH,"7,000",No,fixed,,EXECUTIVE OFFICER,NALAGARH,1.0,DD - Demand Draft,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,1MC-NLG(9)2020-21-21,2021_UDDHP_46355_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,09-Apr-2021 02:00 PM,29-Apr-2021 03:00 PM,09-Apr-2021 02:00 PM,29-Apr-2021 10:30 AM,NA ,NA ,09-Apr-2021 02:00 PM,29-Apr-2021 10:30 AM,05-May-2021 04:15 PM,Providing CC interlocking pavements from employment exchange office road to Ravinder Singh house in w no 2 Nalagarh.,Providing CC interlocking pavements from employment exchange office road to Ravinder Singh house in w no 2 Nalagarh.,Please refer Tender documents. ,NA ,"3,47,123",Civil Works,NA ,Tender,90.0,90.0,NALAGARH,174101.0,NA ,NA ,NA ,MUNICIPAL COUNCIL NALAGARH,No ,No,500.0,EXECUTIVE OFFICER,NALAGARH,Yes,AOC,Sanjay Kumar,Internal,"President, E.O., A.E.",Lalit Katoch,08-Jun-2021 12:15 PM,finsummary_69704.pdf (184.27 KB),1.0,210196.0,gobind sahib enterprises,INR,"341,397",Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Nalagarh - UDDHP,2021_UDDHP_46355_1,1MC-NLG(9)2020-21-21,Providing CC interlocking pavements from employment exchange office road to Ravinder Singh house in w no 2 Nalagarh.,Sanjay Kumar,Internal,E.O and J.E.,Lalit Katoch,05-May-2021 03:04 PM,05-May-2021 04:15 PM,techsummary_69704.pdf (211.92 KB),1.0,210408.0,Ajay Thakur,28-Apr-2021 09:28 PM,Rejected-Finance,Rejected being L2,08-Jun-2021 12:15 PM,Finance,Financial bide opening,Lalit Katoch,05-May-2021 08:15 PM,finance_69704.pdf,BOQ Comparative Chart,Technical,BID OPENING SUMMARY,Lalit Katoch,03-May-2021 02:52 PM,None,08-Jun-2021,"INR 528,000",90.0,Lalit Katoch,08-Jun-2021 12:17 PM,aoc.pdf (432.00 KB),Work awarded,AOC
,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,210196.0,gobind sahib enterprises,27-Apr-2021 03:22 PM,Accepted-AOC,awarded,08-Jun-2021 12:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,210384.0,Hardeep Singh Bedi,28-Apr-2021 07:33 PM,Rejected-Finance,Rejected being L4,08-Jun-2021 12:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,210355.0,IRSHAD KHAN,28-Apr-2021 04:52 PM,Rejected-Technical,irresponsive,05-May-2021 03:04 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5.0,210290.0,KRISHAN LAL,28-Apr-2021 12:14 PM,Rejected-Finance,Rejected being L3,08-Jun-2021 12:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
