Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
08-Jun-2021,"INR 1,199,426",30.0,Arvind Chaudhary,09-Jun-2021 06:35 PM,Awardletter.pdf (899.00 KB),Awardletter,Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,07-Apr-2021 01:06 PM,finsummary_68678.pdf (437.83 KB),Er.G.S. Rana E.E.,Internal,"Er. Kuldeep Singh AE to EE Sunil Kumar AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Gurcharan Singh Rana,01-Apr-2021 06:40 PM,05-Apr-2021 10:00 AM,techsummary_68678.pdf (601.89 KB),PWD,2021_PWD_45639_1,Job 9 Periodical maintenance Link road Ispur Lawan,"Job 9 Periodical maintenance Link road Ispur Lawana Majra VR0 87 RD.1-0 to 1-800 ii Panjawar Bathri road to upper Pandoga road VR0 85 RD.0-0 to 0-600 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head",1.0,205560.0,M/s Satish Kumar Sharma,INR,"1,597,307",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,06-Apr-2021 03:31 PM,finance_68678.pdf,BOQ Comparative Chart,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,25-Mar-2021 04:30 PM,technical_68678.pdf,1.0,205560.0,M/s Satish Kumar Sharma,23-Mar-2021 08:00 PM,Accepted-AOC,ok,09-Jun-2021 06:34 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),18-Mar-2021 09:00 AM,24-Mar-2021 11:00 AM,18-Mar-2021 09:30 AM,24-Mar-2021 09:30 AM,NA ,NA ,18-Mar-2021 09:30 AM,24-Mar-2021 09:30 AM,05-Apr-2021 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","Job 9 Periodical maintenance Link road Ispur Lawana Majra VR0 87 RD.1-0 to 1-800 ii Panjawar Bathri road to upper Pandoga road VR0 85 RD.0-0 to 0-600 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head","Job 9 Periodical maintenance Link road Ispur Lawana Majra VR0 87 RD.1-0 to 1-800 ii Panjawar Bathri road to upper Pandoga road VR0 85 RD.0-0 to 0-600 Sub Head Patch work, 30mm thick BC, Zebra crossing and side lines Under State Head",Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 9 Periodical maintenance Link road Ispur Lawan,2021_PWD_45639_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"24,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,205279.0,Shivalik Construction Company,23-Mar-2021 05:29 PM,Rejected-AOC,ok,09-Jun-2021 06:34 PM,AOC,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
