Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Summary,R.K Dhiman,27-Apr-2021 12:23 PM,finance_69576.pdf,BOQ Comparative Chart,1.0,208521.0,G.P.ACHARYA,INR,"6,365,989",Technical,Summary,R.K Dhiman,19-Apr-2021 05:10 PM,technical_69576.pdf,1.0,208521.0,G.P.ACHARYA,15-Apr-2021 11:15 AM,Accepted-AOC,Accepted due to lowest rates bidder L1,16-Jun-2021 03:27 PM,15-Jun-2021,"INR 4,508,026",60.0,R.K Dhiman,16-Jun-2021 03:27 PM,Award.pdf (489.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,27-Apr-2021 12:27 PM,finsummary_69576.pdf (223.43 KB),Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM, DA",R.K Dhiman,19-Apr-2021 05:13 PM,20-Apr-2021 11:00 AM,techsummary_69576.pdf (267.86 KB),PWD,2021_PWD_46269_1,Periodic Maintenance of DHARAMSHALLA DADH PALAMPUR,Periodic Maintenance of DHARAMSHALLA DADH PALAMPUR HOLTA CHADHIAR SANDHOL ROAD DRRP No. HP0411MDR07812308(Under AMP 2021-22 MDR ROADS),AOC,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,06-Apr-2021 05:30 PM,16-Apr-2021 11:30 AM,06-Apr-2021 05:30 PM,15-Apr-2021 05:00 PM,NA ,NA ,06-Apr-2021 05:30 PM,15-Apr-2021 05:00 PM,20-Apr-2021 11:00 AM,1.0,ICICI BANK,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,PWD,Periodic Maintenance of DHARAMSHALLA DADH PALAMPUR,2021_PWD_46269_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"75,200",No,fixed,,Nil,Nil,Periodic Maintenance of DHARAMSHALLA DADH PALAMPUR HOLTA CHADHIAR SANDHOL ROAD DRRP No. HP0411MDR07812308(Under AMP 2021-22 MDR ROADS),"Providing and laying 30 mm thick Bituminous concrete laying with paver finisher, road marking strips of hot applied thermoplastic compound(Painting line)and V-Shape drain between Km 40/500 to 41/0, 41/0 to 42/0 , 45/0 to 46/0 and 47/0 to 48/0",Please refer Tender documents. ,NA ,"45,08,026",Civil Works - Roads,NA ,Tender,120.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,208111.0,Kulvinder,12-Apr-2021 07:56 AM,Rejected-AOC,Rejected due to higher rates bidder L2,16-Jun-2021 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,208567.0,VISHAL ACHARYA,15-Apr-2021 02:48 PM,Rejected-Technical,Non Responsive,19-Apr-2021 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work done detail / work in hand in last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
