Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"8,000",Nil,Nil,No,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,Department of Water Resources||Chief Engineer - DoWR,DHUBRI/2020-21/RIDF/I,2021_DoWR_21005_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"7,57,938",Yes,percentage,2.0%,Nil,Nil,Anti-Erosion measures at Khonabari Poninoyoni village and its adjoining area on its R/B of river Tipkai.,Anti-Erosion measures at Khonabari Poninoyoni village and its adjoining area on its R/B of river Tipkai.,Please refer Tender documents. ,NA ,"3,78,96,888",Civil Works,NA ,Tender,180.0,90.0,DHUBRI,783301.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,05-Feb-2021 06:30 PM,17-Feb-2021 02:00 PM,05-Feb-2021 06:35 PM,16-Feb-2021 02:00 PM,NA ,NA ,08-Feb-2021 10:00 AM,16-Feb-2021 02:00 PM,26-Feb-2021 03:20 PM,AOC,Finance,Updated CS may be prepared,Jayanta Kumar Barman,05-May-2021 12:04 PM,,BOQ Comparative Chart,Director Design,Internal,"G.C. Sarma, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,26-Feb-2021 03:15 PM,26-Feb-2021 03:20 PM,techsummary_32663.pdf (233.73 KB),1.0,108917.0,Sanyug Enterprise Jayanta Khaund Joint Venture,INR,34105304.44,1,108941,AKHIL KUMAR JAIN-ASHOK KUMAR JAIN-JV,16-Feb-2021 01:55 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,26-Feb-2021 03:11 PM,technical_32663.pdf,18-Jun-2021,INR 34105304.44,90.0,Jayanta Kumar Barman,18-Jun-2021 12:53 PM,wr_1242_1.PDF (419.00 KB),Anti-Erosion measures at Khonabari Poninoyoni village and its adjoining area on its R/B of river Tipkai.,Department of Water Resources||Chief Engineer - DoWR,2021_DoWR_21005_1,DHUBRI/2020-21/RIDF/I,Anti-Erosion measures at Khonabari Poninoyoni village and its adjoining area on its R/B of river Tipkai.,Director Design,Internal,"S.E. Southern Assam W.R. Circle, S.E. Mukalmua Protection W.R. Circle, Deputy Director (EDRT), Executive Engineer (Construction Cell)",Jayanta Kumar Barman,04-Jun-2021 11:33 AM,finsummary_32663.pdf (233.73 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,108431,Ashit Roy,15-Feb-2021 12:38 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,108750,Ashok Kumar Agarwalla,15-Feb-2021 03:35 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,109187,M/s Macrocosm Builders,16-Feb-2021 01:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2021 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,107475,RWIRUP MUSHAHARY,11-Feb-2021 11:08 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,108511,S.A. ENTERPRISE,15-Feb-2021 10:22 AM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,108917,Sanyug Enterprise Jayanta Khaund Joint Venture,16-Feb-2021 02:44 AM,Accepted-AOC,PROPER,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,106587,SHAKAOWT HOSSAIN,15-Feb-2021 04:42 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,108670,SONTOSH SAHA,16-Feb-2021 12:25 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,109173,SURAJIT ROY,16-Feb-2021 01:43 PM,Rejected-AOC,Not Qualified for AOC,18-Jun-2021 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,107646,Tapan Dey and Sailen Kumar Sharma JV,15-Feb-2021 03:31 PM,Rejected-Finance,Quoted more than 10.00 percent below,04-Jun-2021 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
