Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
EE Hamirpur,Executive Engineer HPPWD Hamirpur,"62,31,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,1.0,Corrigendum3,Other,,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,C/O Indoor Multipurpose Sports Kharidi,2024_PWD_83930_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-Jan-2024 09:00 AM,27-Jan-2024 11:30 AM,12-Jan-2024 09:00 AM,27-Jan-2024 10:30 AM,NA ,NA ,12-Jan-2024 09:00 AM,27-Jan-2024 10:30 AM,05-Feb-2024 04:00 PM,Construction of Indoor Multipurpose Sports Kharidi Ground Nadaun District Hamirpur,SH Civil works including WS SI and rain water harvesting tank,Please refer Tender documents. ,NA ,"52,30,69,170",Civil Works - Buildings,NA ,Tender,60.0,547.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,1.0,399950.0,BANSAL ASSOCIATES,26-Jan-2024 08:21 PM,Accepted-AOC,l1,11-Mar-2024,Technical,Attached,Sanjay Katoch,27-Jan-2024 04:45 PM,technical_124653.pdf,Finance,Attached,Sanjay Katoch,07-Feb-2024 11:38 AM,,BOQ Comparative Chart,1.0,399950.0,BANSAL ASSOCIATES,INR,"376,557,495.86",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,02-Feb-2024 12:12 PM,05-Feb-2024 04:00 PM,techsummary_124653.pdf (3672.57 KB),PWD,2024_PWD_83930_1,C/O Indoor Multipurpose Sports Kharidi,Construction of Indoor Multipurpose Sports Kharidi Ground Nadaun District Hamirpur,11-Mar-2024,"INR 376,557,496",547.0,Deepak Kapil,11-Mar-2024 01:34 PM,123456.pdf (127.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,07-Feb-2024 11:42 AM,finsummary_124653.pdf (635.82 KB)
,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,399830.0,", D.S.Rathore",24-Jan-2024 04:48 PM,Rejected-Technical,Rejected,02-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,400529.0,KDN Infrastructure Pvt. Ltd.,27-Jan-2024 09:42 AM,Rejected-Finance,l4,07-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,400199.0,UNIPRO,25-Jan-2024 05:36 PM,Rejected-Finance,l3,07-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,399724.0,Vasu Constructions Co.,26-Jan-2024 01:20 AM,Rejected-Finance,l2,07-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,GST Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,398236.0,YOG RAJ SHARMA,24-Jan-2024 12:59 PM,Rejected-Technical,Rejected,02-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
