Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
PWD,PW-KD-E-Tender/2023-24- 4724-28 Dated 26-10-2023,2023_PWD_80813_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,03-Nov-2023 11:00 AM,09-Nov-2023 11:00 AM,03-Nov-2023 11:00 AM,08-Nov-2023 06:00 PM,NA ,NA ,03-Nov-2023 11:00 AM,08-Nov-2023 06:00 PM,29-Nov-2023 04:35 PM,"1,500",Nil,Nil,No,"51,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),Executive Engineer,HPPWD DIVISION KOTKHAI,1.0,ICICI BANK,"R/R Damages on Nehraghati Bari Loshta Dhakal Road in K.M. 0/00 to 3/800, C/o, r/Wall and B/wall at various RDs between in K.M. 0/00 to 4/00","R/R Damages on Nehraghati Bari Loshta Dhakal Road in K.M. 0/00 to 3/800, C/o, r/Wall and B/wall at various RDs between in K.M. 0/00 to 4/00",Please refer Tender documents. ,NA ,"25,35,315",Civil Works - Roads,NA ,Tender,30.0,45.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,1.0,382715.0,Pankaj Chauhan,INR,"2,645,582",04-Mar-2024,"INR 2,535,315",45.0,Akhil Chauhan,04-Mar-2024 01:51 PM,22.pdf (696.00 KB),PWD,2023_PWD_80813_10,PW-KD-E-Tender/2023-24- 4724-28 Dated 26-10-2023,"R/R Damages on Nehraghati Bari Loshta Dhakal Road in K.M. 0/00 to 3/800, C/o, r/Wall and B/wall at various RDs between in K.M. 0/00 to 4/00",Executive Engineer,Internal,"XEN, AE, Supdt. HDM and Contr.",Akhil Chauhan,04-Dec-2023 12:29 PM,finsummary_120407.pdf (191.67 KB),Finance,Summary Uploaded,Akhil Chauhan,04-Dec-2023 12:27 PM,finance_120407.pdf,BOQ Comparative Chart,1.0,382719.0,MAHENDER SHARMA,06-Nov-2023 04:38 PM,Rejected-Finance,L2 BIDDER,04-Dec-2023,Executive Engineer,Internal,"XEN, AE, Supdt. HDM, and Contr.",Akhil Chauhan,29-Nov-2023 04:32 PM,29-Nov-2023 04:35 PM,techsummary_120407.pdf (3272.32 KB),Technical,summary uploaded,Akhil Chauhan,29-Nov-2023 04:31 PM,technical_120407.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,383327.0,M/S NAVEEN DHAUSTA GOVT. CONTRACTOR,08-Nov-2023 05:12 PM,Rejected-Technical,NOT QUALIFIED,29-Nov-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,382715.0,Pankaj Chauhan,06-Nov-2023 04:01 PM,Accepted-AOC,Lowest bidder to awarded the work,04-Mar-2024,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
