Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
06-Feb-2024 05:00 PM,15-Feb-2024 02:00 PM,06-Feb-2024 05:00 PM,14-Feb-2024 05:00 PM,NA ,NA ,06-Feb-2024 05:00 PM,14-Feb-2024 05:00 PM,22-Feb-2024 02:55 PM,"2,000",Executive Engineer R B M C Shimla,MC,No,"1,05,000",No,fixed,,Executive Engineer R B M C Shimla,MC,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement notice,Providing and fixing Cast Iron Benches within M.C. Limit,Providing and fixing Cast Iron Benches within M.C. Limit,Please refer tender documents ,NA ,"52,50,000",Civil Works,NA ,Tender,120.0,90.0,Shimla,171001.0,NA ,NA ,NA ,MC shimla,No ,No,Municipal Corporation Shimla,24-356-60Dated29012024,2024_MC_85185_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,1.0,DD - Demand Draft,20-Mar-2024,"INR 3,360,000",90.0,Rajesh Thakur,20-Mar-2024 02:50 PM,2024_MC_85185_8.pdf (308.00 KB),AOC,Finance,BOS,Dinesh Thakur,22-Feb-2024 04:13 PM,finance_126760.pdf,BOQ Comparative Chart,Technical,BOS,Dinesh Thakur,15-Feb-2024 03:28 PM,technical_126760.pdf,1,405393,Anand Enterprises,13-Feb-2024 04:58 PM,Rejected-Finance,Rejected,20-Mar-2024,EE,Internal,AO AE,Rajesh Thakur,20-Mar-2024 02:48 PM,finsummary_126760.pdf (318.87 KB),Municipal Corporation Shimla,2024_MC_85185_8,24-356-60Dated29012024,Providing and fixing Cast Iron Benches within M.C. Limit,1.0,405923.0,Pankaj Thakur,INR,"3,360,000",EE,Internal,AO AE,Rajesh Thakur,22-Feb-2024 02:53 PM,22-Feb-2024 02:55 PM,techsummary_126760.pdf (2320.52 KB)
,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,2,405818,Ashish Dhillon,14-Feb-2024 02:39 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,405975,Bhupinder Narwal,14-Feb-2024 03:59 PM,Rejected-Technical,Rejected,22-Feb-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,405693,HARDEEP SINGH,14-Feb-2024 12:34 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,405987,HARMANJOT SINGH,14-Feb-2024 04:18 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,405923,Pankaj Thakur,14-Feb-2024 03:19 PM,Accepted-AOC,Accepted,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,404743,Pushpender Sharma,14-Feb-2024 10:32 AM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,405398,Royaal Sales,13-Feb-2024 05:46 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,405267,SATISH KUMAR JAGTA,13-Feb-2024 01:56 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,404855,Shri Krishna Udyog,14-Feb-2024 12:44 PM,Rejected-Finance,Rejected,20-Mar-2024,,,,,,,,,,,,,,,,,,,,,,
