Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
800.0,Executive Enigneer,"Jal Shakti Division, Dharampur Bharari",No,01-Mar-2024 05:00 PM,11-Mar-2024 03:30 PM,01-Mar-2024 05:00 PM,11-Mar-2024 11:00 AM,NA ,NA ,01-Mar-2024 05:00 PM,11-Mar-2024 11:00 AM,13-Mar-2024 10:30 AM,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",18651-18700 Dated 01.03.2024,2024_HPIPH_87565_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,"1,21,725",Yes,fixed,,Executive Enigneer,"Jal Shakti Division, Dharampur Bharari",Executive Engineer,"Jal Shakti Division, Dharampur Bharari.",1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in the shape of Demand Draft of Rs. 800/-,1.0,ICICI BANK,Providing Flood Protection Work / Anti Erosion measures in Srilanka Nallah in GP Tanehar Tehsil Dharampur Distt Mandi HP,"Construction of PCC retaining wall, providing wire crates work and construction of check structures at various RDs",Please refer Tender documents. ,NA ,"89,22,541",Civil Works,NA ,Tender,120.0,545.0,Tanehar,175040.0,Jal Shakti Circle Dharampur  ,Superintending Engineer Jal Shakti Circle Dharampur.  ,05-Mar-2024 11:30 AM ,Dharampur Bharari,No ,No,EE,Internal,,Yogesh Kapoor,30-Mar-2024 11:41 AM,finsummary_130090.pdf (2881.37 KB),1.0,415886.0,Balwant Kumar,INR,"5,960,002","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2024_HPIPH_87565_1,18651-18700 Dated 01.03.2024,Providing Flood Protection Work / Anti Erosion measures in Srilanka Nallah in GP Tanehar Tehsil Dharampur Distt Mandi HP,1,416496,akhil thakur govt contractor,11-Mar-2024 10:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,EE,Internal,,Yogesh Kapoor,13-Mar-2024 10:21 AM,13-Mar-2024 10:30 AM,techsummary_130090.pdf (962.51 KB),30-Mar-2024,"INR 5,960,002",545.0,Yogesh Kapoor,30-Mar-2024 12:20 PM,AOC_SRILANKA.pdf (1513.00 KB),Technical,summary,Yogesh Kapoor,13-Mar-2024 10:16 AM,,Finance,Proceeding,Yogesh Kapoor,13-Mar-2024 10:42 AM,,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money only in the shape of small saving instruments fixed deposit in nationalized bank,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,416200,Anurag Deep,11-Mar-2024 09:31 AM,Rejected-Finance,L2,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,415886,Balwant Kumar,08-Mar-2024 08:38 PM,Accepted-AOC,L1,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN/ EPF/GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,416271,Dinesh Kumar,10-Mar-2024 04:17 PM,Rejected-Finance,L4,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,415678,krishan chand,11-Mar-2024 10:06 AM,Rejected-Finance,L6,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,416343,MNBN Enterprises,10-Mar-2024 07:44 PM,Rejected-Finance,L3,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the firm have not been blacklisted by any government/semi government/board/corporatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,416188,Rakesh kumar,10-Mar-2024 02:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,415974,SUBHASH CHAND GOVT. CONTRACTOR,09-Mar-2024 02:29 PM,Rejected-Finance,L5,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,416173,Sunil Kumar,10-Mar-2024 03:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,416454,VIPAT RAM,11-Mar-2024 09:09 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,
