Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
Executive Engineer,HPPWD Division Dehra,"16,000",Yes,fixed,,Nil,Nil,A/R and M/O on Dehra Banna road km 0/0 to 10/0,Repair of Pot Holes in km 0/0 to 5/0,Please refer to tender documents ,NA ,"7,79,720",Civil Works,Patch work  ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,05-May-2022 10:00 AM,13-May-2022 11:30 AM,05-May-2022 10:00 AM,12-May-2022 06:00 PM,05-May-2022 10:00 AM ,10-May-2022 04:00 PM ,05-May-2022 10:00 AM,12-May-2022 06:00 PM,13-May-2022 05:50 PM,350.0,Nil,Nil,No,PWD,EE Dehra Letter No. 1022-26 dt. 25/4/2022,2022_PWD_60264_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,07-Mar-2024,"INR 370,356",30.0,Arun Vashisht,10-Mar-2024 04:35 PM,45.pdf (851.00 KB),award issue,1.0,281892.0,Rohit,INR,"370,356",EE Dehra,Internal,"DHD,Supdt,DAO",Dinesh Kumar Dhiman,02-Jul-2022 02:58 PM,finsummary_91095.pdf (167.50 KB),PWD,2022_PWD_60264_19,EE Dehra Letter No. 1022-26 dt. 25/4/2022,A/R and M/O on Dehra Banna road km 0/0 to 10/0,Finance,Summary,Dinesh Kumar Dhiman,02-Jul-2022 02:50 PM,finance_91095.pdf,BOQ Comparative Chart,Technical,Technical Bid opened on 13.05.2022,Dinesh Kumar Dhiman,13-May-2022 05:05 PM,technical_91095.pdf,EE Dehra,Internal,HDM Supdt DAO,Dinesh Kumar Dhiman,13-May-2022 05:39 PM,13-May-2022 05:50 PM,techsummary_91095.pdf (571.40 KB),1.0,281968.0,dhruv puri,12-May-2022 04:35 PM,Rejected-Finance,Being highest bidder,02-Jul-2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,281749.0,rajat thakur govt contractor,12-May-2022 12:39 PM,Rejected-Finance,Being highest bidder,02-Jul-2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,281892.0,Rohit,12-May-2022 02:02 PM,Accepted-AOC,award issued,10-Mar-2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,281782.0,Sanjal Sharma,12-May-2022 12:55 PM,Rejected-Finance,Being highest bidder,02-Jul-2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid showing name of bid duly attested from competent authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,281723.0,SUBHASH CHAND,11-May-2022 03:15 PM,Rejected-Finance,Being highest bidder,02-Jul-2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,281874.0,VIPAN KUMAR GOVT. CONTRACTOR,12-May-2022 12:17 PM,Rejected-Finance,Being highest bidder,02-Jul-2022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
