Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.2,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At
Technical,Ten technical bids received in 1st call.,Anil Kumar Sharma,15-Feb-2024 04:07 PM,technical_126886.pdf,1,405868,Arya Construction Company,14-Feb-2024 06:46 PM,Rejected-Finance,Being L3 Bidder.,14-Mar-2024,Finance,Eight financial bids opened in 1st call.,Anil Kumar Sharma,07-Mar-2024 05:23 PM,finance_126886.pdf,BOQ Comparative Chart,1.0,406151.0,Hemant Kumar,INR,"30,489,547.96",14-Mar-2024,"INR 30,489,547.96",365.0,Anil Kumar Sharma,15-Mar-2024 12:38 PM,LOA_LAKHWANU.pdf (263.00 KB),Letter of Acceptance No. PW-SEI-107-Tender-NABARD-Nerchowk/2023- 21377-84 dated 14-03-2024.,Er. Anil Kumar Sharma S.E. 1st Circle HPPWD Mandi,Internal,"Sh. Jagdish Chandel Supdt. Gr.II 1st Circle HPPWD Mandi Sh. Nawang Dorje Sah DAO Gr.I HPPWD Nerchowk Division, Er. Devi Ram Chauhan EE HPPWD Nerchowk Division, Er. Jitender Vaidya EED 1st Circle",Anil Kumar Sharma,14-Mar-2024 05:47 PM,finsummary_126886.pdf (308.93 KB),Er. Anil Kumar Sharma S.E. 1st Circle HPPWD Mandi,Internal,"Sh. Jagdish Chandel Supdt. Gr.II 1st Circle HPPWD Mandi Sh. Nawang Dorje Sah DAO Gr.I Nerchowk Division, Er. Devi Ram Chauhan EE HPPWD Nerchowk Division, Er. Jitender Vaidya EED 1st Circle HPPWD Mandi",Anil Kumar Sharma,26-Feb-2024 12:42 PM,29-Feb-2024 11:00 AM,techsummary_126886.pdf (3186.23 KB),PWD,2024_PWD_85295_1,PW-SE-I-RIDF-XXVII-NCD/24- 18629-78 Dated 27-01-2024,"Construction of Lakhwanu Dahanu Hawanu Bhansot Rathol Andhreta Meramsit road Km. 0/00 to 5/600 Under NABARD, RIDF-XXVII Distt. Mandi H.P.",06-Feb-2024 05:15 PM,15-Feb-2024 11:00 AM,06-Feb-2024 05:15 PM,15-Feb-2024 10:30 AM,06-Feb-2024 05:15 PM ,12-Feb-2024 05:00 PM ,06-Feb-2024 05:15 PM,15-Feb-2024 10:30 AM,29-Feb-2024 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Documents, EMD, Form of Bid for Part I of the bid, as per format given in Section 6",Superintending Engineer 1st Circle HPPWD Mandi,O/o Superintending Engineer 1st Circle HPPWD Mandi,"5,000",Nil,Nil,No,"Construction of Lakhwanu Dahanu Hawanu Bhansot Rathol Andhreta Meramsit road Km. 0/00 to 5/600 Under NABARD, RIDF-XXVII Distt. Mandi H.P.","C/o Formation cutting 5/7 mtr. Retaining walls, Breast walls, dumping sites, Cross Drainage work and unlined surface drain in Km. 0/00 to 5/600 Under NABARD, RIDF-XXVII Distt. Mandi H.P.",As per tender document. ,NA ,"5,09,43,270",Civil Works - Roads,NA ,Tender,75.0,365.0,In Nerchowk Division HPPWD,175008.0,NA ,NA ,NA ,O/o Superintending Engineer 1st Circle HPPWD Mandi,No ,No,PWD,PW-SE-I-RIDF-XXVII-NCD/24- 18629-78 Dated 27-01-2024,2024_PWD_85295_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,19,000",No,fixed,,Nil,Nil
,,,,,2,405955,Bhupinder Paul Mahajan,15-Feb-2024 08:11 AM,Rejected-Finance,Being L7 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Qualification Information (Q.I.) as per section 3 (1.1),(1.2), (1.3.1), (1.3.2), 1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,
,,,,,3,405742,Dinesh Kumar Sharma Const. (P) Ltd,15-Feb-2024 09:35 AM,Rejected-Finance,Being L8 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per section 3 (1.4), (1.5), (1.6), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,406151,Hemant Kumar,15-Feb-2024 10:28 AM,Accepted-AOC,Being L1 Bidder.,15-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per section 3 (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,405192,Jai Singh,14-Feb-2024 10:32 PM,Rejected-Finance,Being L6 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per ITB Section 2 4.1.1, 4.2 (a), 4.2 (b), 4.2 (g), 4.2 (h), 4.2 (i), 4.2 (j), 4.2 (k)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6,404040,M/S NAWAL KISHORE AND SONS,14-Feb-2024 12:44 PM,Rejected-Finance,Being L5 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per ITB Section 2 4.4A(a),4.4A(b), 4.4B(a)(i),(ii),4.4B(b)(i),(ii),4.4B(c)(i),(ii)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7,404700,Nveen Sharma,14-Feb-2024 09:20 PM,Rejected-Technical,Non-Responsive,26-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than 2 works in hand having cost more than 1.00 Crore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,404757,PURAN CHAND,14-Feb-2024 09:08 PM,Rejected-Technical,Non-Responsive,26-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information as bidder/firm may likes to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,405702,S.A. ASSOCIATES,15-Feb-2024 12:09 AM,Rejected-Finance,Being L4 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,"Form of Bid for Part II of the bid, as per format given in Section 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10,405139,TIRATH RAM SHARMA,14-Feb-2024 08:36 PM,Rejected-Finance,Being L2 Bidder.,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
