Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :
C/O playground for Govt. Primary School at Kehnwal (Bayar) Tehsil Sadar District Mandi H.P.,"Providing and fixing G.I. Chain link fabric fencing, Levelling of ground and Construction of R/wall at damaged portion) Deposit work.",Please refer Tender documents. ,NA ,"9,83,423",Civil Works,NA ,Tender,90.0,61.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F), Earnest money",500.0,Nil,Nil,Yes,29-Feb-2024 09:00 AM,06-Mar-2024 11:30 AM,29-Feb-2024 09:00 AM,06-Mar-2024 11:00 AM,NA ,NA ,29-Feb-2024 09:00 AM,06-Mar-2024 11:00 AM,12-Mar-2024 11:00 AM,PWD,MDII,2024_PWD_87451_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,"20,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,413621.0,KHEM KARAN,02-Mar-2024 01:02 PM,Rejected-Finance,L3,14-Mar-2024,Technical,Summary,Gobind Thakur,11-Mar-2024 12:19 PM,,1.0,414665.0,MUNSHI RAM,INR,"795,589",Finance,Summary,Bhupender Sharma,12-Mar-2024 11:31 AM,,BOQ Comparative Chart,PWD,2024_PWD_87451_3,MDII,C/O playground for Govt. Primary School at Kehnwal (Bayar) Tehsil Sadar District Mandi H.P.,ER.D.K.VERMA,Internal,,Gobind Thakur,11-Mar-2024 06:44 PM,12-Mar-2024 11:00 AM,techsummary_129949.pdf (1887.74 KB),ER.D.K.VERMA,Internal,,Gobind Thakur,14-Mar-2024 06:16 PM,finsummary_129949.pdf (1873.63 KB),19-Mar-2024,"INR 795,589",61.0,Bhupender Sharma,19-Mar-2024 09:15 PM,kenwal.pdf (1772.00 KB)
,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,414665.0,MUNSHI RAM,05-Mar-2024 09:40 PM,Accepted-AOC,L1,19-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of PAN Card ,GST(General Rule No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,414989.0,PRAKASH CHANDEL,06-Mar-2024 08:29 AM,Rejected-Finance,L2,14-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,414723.0,SEN CONTRACTOR,06-Mar-2024 07:50 AM,Rejected-Technical,Non Responsive,11-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 6/8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
