Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
PWD,NIT NO. 11843-50 DATED 28.12.2023,2024_PWD_84106_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"18,47,600",No,fixed,,Nil,Nil,17-Jan-2024 09:00 AM,24-Jan-2024 11:30 AM,17-Jan-2024 09:15 AM,24-Jan-2024 09:00 AM,NA ,NA ,17-Jan-2024 09:20 AM,24-Jan-2024 09:00 AM,30-Jan-2024 11:30 AM,C-O Rajiv Gandhi Government Model Day Boarding School at Karah in Legisilative Assembly Constituency Bhoranj Distt Hamirpur HP SH- C-O Primary block retaining walls,C-O Rajiv Gandhi Government Model Day Boarding School at Karah in Legisilative Assembly Constituency Bhoranj Distt Hamirpur HP SH- C-O Primary block retaining walls,Please refer Tender documents. ,NA ,"9,23,75,880",Civil Works - Buildings,NA ,Rate Contract,75.0,365.0,BHORANJ,176045.0,NA ,NA ,NA ,BHORANJ,No ,No,1.0,CORRIGENDUMREGARDINGUNIT,Other,,"5,000",Nil,Nil,No,EXECUTIVEENGINEER,"Executive Engineer, Bhoranj Division, HP.PWD., Bhoranj",1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form only mode through e-payment (indicated in Sche,EXECUTIVEENGINEER,Internal,TA SUPDT HDM DAO AE,Krishan Bhardwaj,27-Jan-2024 04:16 PM,30-Jan-2024 11:30 AM,techsummary_124923.pdf (1427.33 KB),PWD,2024_PWD_84106_1,NIT NO. 11843-50 DATED 28.12.2023,C-O Rajiv Gandhi Government Model Day Boarding School at Karah in Legisilative Assembly Constituency Bhoranj Distt Hamirpur HP SH- C-O Primary block retaining walls,03-Mar-2024,"INR 73,891,466",365.0,Krishan Bhardwaj,03-Mar-2024 02:32 PM,84106AWARD.pdf (1593.00 KB),WORK AWARDED VIDE THIS OFFICE LETTER NO. 15593-601 DATED 27.02.2024,EXECUTIVEENGINEER,Internal,TA SUPDT HDM DAO AE,Krishan Bhardwaj,05-Feb-2024 01:29 PM,finsummary_124923.pdf (438.48 KB),1.0,399814.0,Kumar Associates,INR,"73,891,466",Finance,SUMMARYATTACHED,Krishan Bhardwaj,05-Feb-2024 01:18 PM,finance_124923.pdf,BOQ Comparative Chart,1.0,399648.0,", D.S.Rathore",23-Jan-2024 06:41 PM,Rejected-Finance,L4,05-Feb-2024,Technical,SUMMARYATTACHED,Krishan Bhardwaj,27-Jan-2024 03:59 PM,technical_124923.pdf
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,399814.0,Kumar Associates,23-Jan-2024 11:59 AM,Accepted-AOC,WORK AWARDED,03-Mar-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of GST, PAN, EPF, Labour license a/w TAX CLEARANCE CERTIFICATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,399816.0,OM PARKASH SHARMA AND SONS,23-Jan-2024 08:28 PM,Rejected-Finance,L3,05-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate during last five year duly signed by Engineer-in-Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,399898.0,Suket Construction Co. Pvt. Ltd.,23-Jan-2024 06:13 PM,Rejected-Finance,L2,05-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit/ Detail of Machinery as per SBD with proof RC, Affidavit/ lease agreement for hired Machin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,399048.0,YOG RAJ SHARMA,22-Jan-2024 01:40 PM,Rejected-Finance,L5,05-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No. 8 in SBD duly signed by the bidder and witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate C/S by Engineer-in-Charge as per General Rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid are correct (Name of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contractor should not more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
