Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen TDC, Pandoh",HPSEBL/TCD/DB-7/86,2024_HPSEB_86361_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,Sr. XEN TCD PANDOH,Sr. XEN TCD PANDOH,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,COPY OF ADHAR CARD,1.0,ICICI BANK,"5,400",Yes,fixed,,Nil,Nil,17-Feb-2024 05:30 PM,06-Mar-2024 11:30 AM,17-Feb-2024 05:30 PM,05-Mar-2024 04:00 PM,NA ,NA ,17-Feb-2024 05:30 PM,05-Mar-2024 04:00 PM,06-Mar-2024 01:30 PM,"Providing Painting ,Polishing and finishing wall in office building of S.E. Power House (ELECT) HPSEBL Sunder Nagar","Providing Painting ,Polishing and finishing wall in office building of S.E. Power House (ELECT) HPSEBL Sunder Nagar",Please refer Tender documents. ,NA ,"2,54,386",Civil Works - Buildings,REPAIR RELATED WORK ,Tender,180.0,30.0,SUNDERNAGAR,175019.0,NA ,NA ,NA ,TCD PANDOH,No ,No,1.0,TIME EXTENSION OF TENDER,Date,,Sr. Xen Rakesh kumar,Internal,"AE Som Krishan, AE Raj Kumar sharma",Raj Kumar,06-Mar-2024 03:33 PM,finsummary_128442.pdf (394.69 KB),1.0,414787.0,ANIL KUMAR RANA,INR,"226,404","HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen TDC, Pandoh",2024_HPSEB_86361_1,HPSEBL/TCD/DB-7/86,"Providing Painting ,Polishing and finishing wall in office building of S.E. Power House (ELECT) HPSEBL Sunder Nagar",Rakesh kumar,Internal,"AE SOMKRISHAN, AE RAJKUMAR",som krishan,06-Mar-2024 01:26 PM,06-Mar-2024 01:30 PM,techsummary_128442.pdf (438.12 KB),1.0,414787.0,ANIL KUMAR RANA,05-Mar-2024 02:41 PM,Accepted-AOC,L1,06-Mar-2024,06-Mar-2024,"INR 226,404",30.0,Raj Kumar,06-Mar-2024 03:44 PM,AwardPaint.pdf (503.00 KB),award Letter,Finance,Summary Financial,Raj Kumar,06-Mar-2024 03:29 PM,finance_128442.pdf,BOQ Comparative Chart,Technical,technical summary,som krishan,06-Mar-2024 01:24 PM,technical_128442.pdf
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF PAN CARD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,414757.0,CHANDAN ELECTRIALCS,05-Mar-2024 12:42 PM,Rejected-AOC,L3,06-Mar-2024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,414753.0,NAVEEN CONTRACTOR,05-Mar-2024 12:46 PM,Rejected-AOC,L2,06-Mar-2024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF INCOME TAX RETURN LAST THREE YEARAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,414745.0,PARDEEP KUMAR,05-Mar-2024 12:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Mar-2024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF INCOME TAX CLEARANCE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF NON-BLACKLISTING CRTIFICATE ON NON-JUDICIAL STAMP PAPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF WORK DONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
