Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder
Technical,Proceeding,Yogesh Kapoor,13-Mar-2024 04:14 PM,technical_129950.pdf,Finance,Proceeding,Yogesh Kapoor,13-Mar-2024 04:41 PM,,BOQ Comparative Chart,30-Mar-2024,"INR 8,553,763",545.0,Yogesh Kapoor,30-Mar-2024 12:22 PM,AOC_TANHER.pdf (1607.00 KB),1,415994,akhil thakur govt contractor,11-Mar-2024 10:56 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,SE,Internal,,Yogesh Kapoor,13-Mar-2024 04:15 PM,13-Mar-2024 04:20 PM,techsummary_129950.pdf (2760.85 KB),"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2024_HPIPH_87452_1,17121-17170 dated 28.02.2024,Providing Flood Protection Work Anti Erosion measures in Lower Tanher Nallah in GP Tanehar Tehsil Dharampur Distt. Mandi HP,1.0,416174.0,Anurag Deep,INR,"8,553,763",SE,Internal,,Yogesh Kapoor,30-Mar-2024 11:23 AM,finsummary_129950.pdf (2760.85 KB),29-Feb-2024 10:00 AM,11-Mar-2024 03:30 PM,29-Feb-2024 10:00 AM,11-Mar-2024 11:00 AM,NA ,NA ,29-Feb-2024 10:00 AM,11-Mar-2024 11:00 AM,13-Mar-2024 04:20 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in the shape of Demand Draft of Rs. 1500/-,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",17121-17170 dated 28.02.2024,2024_HPIPH_87452_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Jal Shakti Division Dharampur Bharari,1.0,ICICI BANK,"1,500",Executive Enigneer,"Jal Shakti Division, Dharampur at Bharari",No,"1,66,071",Yes,fixed,,Executive Enigneer,"Jal Shakti Division, Dharampur at Bharari",Providing Flood Protection Work Anti Erosion measures in Lower Tanher Nallah in GP Tanehar Tehsil Dharampur Distt. Mandi HP,"Construction of PCC retaining wall, providing wire crates work and construction of check structures at various RDs.",Please refer Tender documents. ,NA ,"1,35,57,060",Civil Works,NA ,Rate Contract,120.0,545.0,Dharampur,175040.0,Jal Shakti Circle Dharampur.  ,Superintending Engineer Jal Shakti Circle Dharampur.  ,05-Mar-2024 11:30 AM ,Jal Shakti Division Dharampur Bharari,No ,No
,,,,,,,,,,,,,,,,,2,416174,Anurag Deep,11-Mar-2024 09:23 AM,Accepted-AOC,L1,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money only in the shape of small saving instruments fixed deposit in nationalized bank,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,415890,Balwant Kumar,08-Mar-2024 08:26 PM,Rejected-Finance,L3,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4,415674,krishan chand,11-Mar-2024 10:10 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN/ EPF/GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5,415867,Kuldeep kumar sharma,11-Mar-2024 12:33 AM,Rejected-Finance,L4,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6,416215,Lalit Pal,10-Mar-2024 01:36 PM,Rejected-Finance,L6,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,7,416337,MNBN Enterprises,10-Mar-2024 07:34 PM,Rejected-Finance,L5,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the firm have not been blacklisted by any government/semigovernment/board/corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,8,416163,Pardeed Kumar,10-Mar-2024 10:41 AM,Rejected-Finance,L2,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,9,416491,Rajat,11-Mar-2024 10:18 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,10,416071,Roshan Lal,11-Mar-2024 10:04 AM,Rejected-Finance,L7,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,11,416105,Thakur Narender Construction,09-Mar-2024 06:24 PM,Rejected-Finance,L8,30-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,12,416135,VIPAT RAM,11-Mar-2024 08:15 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
