Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.3,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description
14-Mar-2024,"INR 62,122,758",540.0,Suresh Kumar Walia,22-Mar-2024 10:27 AM,Award.pdf (984.00 KB),Award,Superintending Engineer,Internal,EE (D) EE Tanda CHD Supdt,Suresh Kumar Walia,27-Feb-2024 12:16 PM,finsummary_125463.pdf (195.67 KB),Superintending Engineer,Internal,"EE(D), EE Tanda, AE (D) CHD Palampur Supdt",Suresh Kumar Walia,20-Feb-2024 01:20 PM,23-Feb-2024 11:30 AM,techsummary_125463.pdf (1123.75 KB),PWD,2024_PWD_84477_1,NABARD 24.01.2024,Construction of Chaprehar Wah Toru road Km 0/000 to 5/000 under (NABARD) RIDF-XXIX in District Kangra (HP),Technical,sum,Suresh Kumar Walia,20-Feb-2024 01:09 PM,technical_125463.pdf,1.0,Corrigendum,Corrigendum,20-Feb-2024 12:19 PM,Document.pdf ,141.38,Technical Opening,1.0,402714.0,36jk builders and contractors,06-Feb-2024 03:39 PM,Rejected-Finance,Lowest4,27-Feb-2024,Finance,sum,Suresh Kumar Walia,27-Feb-2024 12:13 PM,finance_125463.pdf,BOQ Comparative Chart,1.0,402325.0,Sanjeev,INR,"62,901,558",PWD,NABARD 24.01.2024,2024_PWD_84477_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"13,14,000",No,fixed,,Nil,Nil,Construction of Chaprehar Wah Toru road Km 0/000 to 5/000 under (NABARD) RIDF-XXIX in District Kangra (HP),"F/C, C/o R/wall CD work, P/L Gramular Sub base, WBM-II, WBM-III, Tarring, Cement concrete pavement, road side drain, Parapets and providing and fixing Sign boards etc i/c maintenance for five year after completer of construction work.)",Please refer Tender documents. ,NA ,"6,56,68,659",Civil Works - Roads,NA ,Tender,120.0,540.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o SE 5th HPPWD Circle Palampur,No ,No,Superintending Engineer,O/o SE 5th HPPWD Circle Palampur,"5,000",Nil,Nil,No,27-Jan-2024 11:00 AM,07-Feb-2024 11:30 AM,27-Jan-2024 11:00 AM,06-Feb-2024 05:00 PM,NA ,NA ,27-Jan-2024 11:00 AM,06-Feb-2024 05:00 PM,23-Feb-2024 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Form of Bid for Part-I of the Bid as per Section-6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,402918.0,rajat thakur govt contractor,06-Feb-2024 03:20 PM,Rejected-Finance,Lowest2,27-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender form as per Section -1 Point No. 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,402524.0,Sanjal Sharma,06-Feb-2024 03:25 PM,Rejected-Finance,Lowest5,27-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per section -2 clause-16.1(on line)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,402325.0,Sanjeev,03-Feb-2024 02:19 PM,Accepted-AOC,Award,22-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q. 1-Section 3 (1.1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,402548.0,Ujjawal Singh,05-Feb-2024 03:47 PM,Rejected-Finance,Lowest 3,27-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.3.1) (1.3.2)(1.3.3)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.1. as per section-3 ( 1.4) alongwith documents i.e. Bill,R.C etc"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.6) (1.9)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section-3 ( 1.2) (1.7) (1.10)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section-2 clause ( 4.2 g)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. G.S.T., PAN,EPF ,Address of Bank etc."
