Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,2023_HPSEB_81537_2,NIT-10/2023-24,Tender for the work providing SOP on 11 KV to LIS Saneehan and Dhawal from Koldam Teshil Sundernagar Distt. Mandi,1.0,385751.0,M/S BHARDWAJ ELECTRICAL CO.,INR,"3,971,119",Er.Ashish Kapoor,Internal,"Er.Ashish Kapoor,Er. Tej Singh Chauhan,Er. Mohit Tandon,Er. Manish Sandhu,Sh. Mohammad Shahid",Pankaj Sharma,09-Feb-2024 03:48 PM,finsummary_121499.pdf (1367.64 KB),13-Mar-2024,"INR 4,672,454",90.0,Pankaj Sharma,14-Mar-2024 11:46 AM,Awardnit10.pdf (1346.00 KB),Awardnit10,Technical,Summary,Pankaj Sharma,30-Nov-2023 02:25 PM,technical_121499.pdf,Finance,Financial Bid Opening Summary,Pankaj Sharma,09-Feb-2024 03:35 PM,finance_121499.pdf,BOQ Comparative Chart,1.0,386204.0,ARUN ELECTRICALS INDIA,28-Nov-2023 10:19 AM,Rejected-Technical,not qualified,09-Feb-2024,Er.Ashish Kapoor,Internal,"Er.Ashish Kapoor, Er.Tej SinghChauhan, Er.Mohit Tondon, Er.Manish sandhu, Sh.Mohammad Shahid",Pankaj Sharma,09-Feb-2024 01:16 PM,09-Feb-2024 02:00 PM,techsummary_121499.pdf (237.34 KB),1.0,ICICI BANK,"1,120",Nil,Nil,No,21-Nov-2023 12:30 PM,29-Nov-2023 11:00 AM,21-Nov-2023 12:30 PM,28-Nov-2023 11:00 AM,NA ,NA ,21-Nov-2023 12:30 PM,28-Nov-2023 11:00 AM,09-Feb-2024 02:00 PM,"46,725",No,fixed,,Nil,Nil,Tender for the work providing SOP on 11 KV to LIS Saneehan and Dhawal from Koldam Teshil Sundernagar Distt. Mandi,"Tender for the work providing SOP on 11 KV to LIS Saneehan and Dhawal from Koldam Teshil Sundernagar Distt. Mandi Phase 1st at village Aihen and Phase 2nd at Village Dhawal under ESD ,HPSEB,Ltd. SlapperNIT-10/2023-24",Please refer Tender documents. ,NA ,"46,72,454",Electrical Works,NA ,Tender,180.0,90.0,Sundernagar,175018.0,NA ,NA ,NA ,Bilaspur,No ,No,"Deputy Chief Engineer (Op) Circle HPSEBL, Bilaspur","(Op) Circle HPSEBL, Bilaspur",1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender Fee,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-10/2023-24,2023_HPSEB_81537_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,385751.0,M/S BHARDWAJ ELECTRICAL CO.,24-Nov-2023 07:48 AM,Accepted-AOC,Found L1 Bidder,14-Mar-2024,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No technical no commercial deviation no litigation certificate pert chart,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,386200.0,MS. Prem Enterprises,28-Nov-2023 10:17 AM,Rejected-Technical,not qualified,09-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid may be submitted by individual or Joint venture firm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,386186.0,Nivesh Engineering and Power Solutions,27-Nov-2023 11:48 PM,Rejected-Technical,not qualified,09-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A-class license from the chief electrical inspector,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover of previous three FY and net worth for each of the last 3 FY certified by CA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,bidder have liquid assets evidence to the availability of funds equivalent to 10 percent of nit Cost,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Capacity detail Bid validity list of plant and machinery list of staff performance certificate,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDER SHOULD HAVE PAN GST EPF INCOME TAX EMPLOYEE INSURANCE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDER shall declare on non judicial paper that he is not black listed power of attorney,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,no change of ownership upto 2 years after completion of work Earnest money received online,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,price bid,,,,,,,,,,,,,,
