Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,WRD/WB/ ORTHOMOSAIC/I,2022_DoWR_25221_1,Yes,Open Tender,Works,Works,1.0,No,No,Not Applicable,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Documents for Lot 1,0.0,Nil,Nil,No,"the Chief Engineer, Water Resources Department","Office of the Chief Engineer, Water Resources Department, Guwahati 781029",22-Apr-2022 04:00 PM,20-May-2022 04:30 PM,22-Apr-2022 04:05 PM,20-May-2022 02:00 PM,22-Apr-2022 04:00 PM ,30-Apr-2022 12:00 PM ,13-May-2022 02:00 PM,20-May-2022 02:00 PM,1.0,BOQ,BOQ,,0.0,No,fixed,,Nil,Nil,Hiring of agency for orthomosaic mapping using UAV drone for assessment of land acquisition and damage compensation under Dibrugarh and Barpeta-Chirang W.R Division,Hiring of agency for orthomosaic mapping using UAV drone for assessment of land acquisition and damage compensation under Dibrugarh and Barpeta-Chirang W.R Division,Please refer Tender documents. ,NA ,"19,18,125",Survey,NA ,Tender,45.0,30.0,"Dibrugarh, Barpeta and Chirang, Assam",786001.0,NA ,NA ,NA ,Guwahati,No ,No,AOC,1,147865,ALTBIRD ROBOTICS PRIVATE LIMITED,18-May-2022 06:48 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,Department of Water Resources||Chief Engineer - DoWR,2022_DoWR_25221_1,WRD/WB/ ORTHOMOSAIC/I,Hiring of agency for orthomosaic mapping using UAV drone for assessment of land acquisition and damage compensation under Dibrugarh and Barpeta-Chirang W.R Division,Chief Engineer (QC),Internal,,Jayanta Kumar Barman,13-Mar-2023 04:39 PM,finsummary_38969.pdf (139.18 KB),"Addl. Chief Engineer, EAP, WRD, Assam",Internal,,Jayanta Kumar Barman,12-Oct-2022 04:12 PM,techsummary_38969.pdf (502.13 KB),1.0,148297.0,GarudaUAV Soft Solutions Pvt Ltd,INR,1161568.0,Finance,All bids are opened and placed for further evaluation.,Jayanta Kumar Barman,12-Oct-2022 04:07 PM,finance_38969.pdf,BOQ Comparative Chart,13-Mar-2023,INR 1161568.0,30.0,Jayanta Kumar Barman,13-Mar-2023 04:42 PM,order.pdf (573.00 KB),Hiring of agency for orthomosaic mapping using UAV drone for assessment of land acquisition and damage compensation under Dibrugarh and Barpeta-Chirang W.R Division,AOC
,,,,,,,,,,,,,,,,.pdf,Technical Documents for Lot 2,,,,,,,,,,,,,,,2.0,Extension,Date,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,148291,Atgarc drones pvt ltd,20-May-2022 12:36 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,LETTER OF QUOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,147977,Atom Aviation Services Private Limited,16-May-2022 03:04 PM,Rejected-AOC,Not Qualified for AOC,13-Mar-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,148229,CESTA Enterprise,19-May-2022 03:18 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,148255,Drogo Drones Pvt Ltd,20-May-2022 12:56 PM,Rejected-AOC,Not Qualified for AOC,13-Mar-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,148321,EDALL Systems,20-May-2022 12:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,148319,Garuda Aerospace Private Limited,20-May-2022 12:26 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,148297,GarudaUAV Soft Solutions Pvt Ltd,20-May-2022 01:57 PM,Accepted-AOC,PROPER,13-Mar-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,148262,GROWEVER INFRA PRIVATE LIMITED,19-May-2022 05:37 PM,Rejected-AOC,Not Qualified for AOC,13-Mar-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,148211,Kishur Konwar,20-May-2022 12:13 AM,Rejected-AOC,Not Qualified for AOC,13-Mar-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,148306,M/S CHEROM TRADING COMPANY,20-May-2022 12:17 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,148176,M/s Hantech Engineering and Technology Private Limited,19-May-2022 12:23 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,148138,RCHOBBYTECH SOLUTIONS PRIVATE LIMITED,18-May-2022 09:58 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Technically not responsive,12-Oct-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
