Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP",2022_HPIPH_63498_1,-E-T/NIT/2021-22-,Providing LWSS to multi village of Kheri Jangle in GP Kheri in Tehsil Sujanpur Distt. Hamirpur,1.0,295292.0,SANJIV KUMAR,INR,"17,027,324",sUPERINTENDING eNG,Internal,AS PER PROCEEDING ATTACHED,Neeraj Bhogal,02-Mar-2023 07:19 PM,finsummary_95707.pdf (4518.32 KB),02-Mar-2023,"INR 13,994,967",180.0,Neeraj Bhogal,02-Mar-2023 07:21 PM,aWARDETC.pdf (4518.00 KB),,Technical,Proceedings,Neeraj Bhogal,10-Oct-2022 01:03 PM,technical_95707.pdf,Finance,PROCEEDING,Neeraj Bhogal,02-Mar-2023 07:07 PM,finance_95707.pdf,BOQ Comparative Chart,1,295800,Akhilesh Chaudhary,16-Aug-2022 10:50 AM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,VINOD THAKUR,Internal,Superintendent CHD ADD EE Sujanpur EED,Neeraj Bhogal,10-Oct-2022 01:08 PM,10-Oct-2022 01:10 PM,techsummary_95707.pdf (1345.33 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Ernest Money,06-Aug-2022 06:55 PM,16-Aug-2022 11:30 AM,06-Aug-2022 06:55 PM,16-Aug-2022 11:00 AM,06-Aug-2022 06:55 PM ,16-Aug-2022 11:00 AM ,06-Aug-2022 06:55 PM,16-Aug-2022 11:00 AM,10-Oct-2022 01:10 PM,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP",-E-T/NIT/2021-22-,2022_HPIPH_63498_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,JSV Division Sujanpur,"1,500",EE Sujanpur,Sujanpur,No,"2,12,282",Yes,fixed,,EE Sunanpur,Sujanpur,Providing LWSS to multi village of Kheri Jangle in GP Kheri in Tehsil Sujanpur Distt. Hamirpur,Providing LWSS to multi village of Kheri Jangle in GP Kheri in Tehsil Sujanpur Distt. Hamirpur,Excavation laying jointing and testing and of Rising main Booster stage Ist stage and supplying and erection of pumping machinery for Booster and Ist stage along with allied accessories under JJM ,NA ,"1,79,78,246",Civil Works,NA ,Tender,120.0,180.0,Hamirpur District,177001.0,NA ,NA ,NA ,Sujanpur,No ,No,AOC
,,,,2.0,295492.0,dinesh kumar lath,INR,"161,066,727",,,,,,,,,,,,,,,,,,,,,,,,,2,295694,Chamunda Construction Company,16-Aug-2022 10:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Oct-2022 01:03 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3.0,295580.0,HYDRAULIC ENGINEERING COMPANY,INR,"17,196,488",,,,,,,,,,,,,,,,,,,,,,,,,3,295492,dinesh kumar lath,15-Aug-2022 07:08 PM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,.pdf,copy of enlistment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4.0,295596.0,Surjeet Singh Thakur,INR,"17,167,601",,,,,,,,,,,,,,,,,,,,,,,,,4,295798,GANTANTAR THAKUR,16-Aug-2022 10:54 AM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,.pdf,PAN Income tax GST EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5.0,295625.0,NISHANT KUMAR,INR,"16,764,655",,,,,,,,,,,,,,,,,,,,,,,,,5,295580,HYDRAULIC ENGINEERING COMPANY,15-Aug-2022 02:05 PM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,.pdf,Curve chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6.0,295631.0,Naresh Kumar,INR,"16,865,328",,,,,,,,,,,,,,,,,,,,,,,,,6,295780,MNBN Enterprises,16-Aug-2022 10:06 AM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,.pdf,Authorization letter DSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7.0,295648.0,Sushant Puri,INR,"13,995,166",,,,,,,,,,,,,,,,,,,,,,,,,7,295631,Naresh Kumar,15-Aug-2022 03:50 PM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,.pdf,Undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8.0,295751.0,Shashank Jagota Govt. Contractor,INR,"15,364,842",,,,,,,,,,,,,,,,,,,,,,,,,8,295625,NISHANT KUMAR,14-Aug-2022 08:27 AM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,2.0,Finance,.xls,Schedule of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9.0,295760.0,SANGRAM NAIK,INR,"18,543,767",,,,,,,,,,,,,,,,,,,,,,,,,9,295760,SANGRAM NAIK,15-Aug-2022 09:46 PM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10.0,295765.0,sanjeev kumar,INR,"17,951,166",,,,,,,,,,,,,,,,,,,,,,,,,10,295765,sanjeev kumar,16-Aug-2022 08:26 AM,Accepted-AOC,accepted,02-Mar-2023 07:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
