S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Nature Conservation and Beautification work at Ganesh Mandir complex in Village Lalmati-Duramari(Abhayapuri) under SOPD-G during the year 2022-23,Nature Conservation and Beautification work at Ganesh Mandir complex in Village Lalmati-Duramari(Abhayapuri) under SOPD-G during the year 2022-23,Please refer Tender documents. ,NA ,"26,00,000",Civil Works,NA ,Tender,180.0,60.0,Barpeta,781301.0,NA ,NA ,NA ,"OFFICE OF THE DIRECTOR OF SOIL CONSERVATION, ASSAM",No ,No,Soil Conservation Department||Director - SCD,Tender/NIT/2022-23/9545,2023_SCD_29122_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification document,"52,000",Yes,percentage,2.0%,Nil,Nil,500.0,Nil,Nil,No,04-Feb-2023 03:00 PM,13-Feb-2023 03:00 PM,04-Feb-2023 03:00 PM,13-Feb-2023 02:00 PM,NA ,NA ,05-Feb-2023 10:00 AM,13-Feb-2023 02:00 PM,23-Feb-2023 12:40 PM,DIRECTOR,"OFFICE OF THE DIRECTOR OF SOIL CONSERVATION, ASSAM BHUMI SHANGRAKHAN BHAWAN, R.G.B. ROAD, GUWAHATI-781005",AOC,1,177026,Ahmed Nur Alom,13-Feb-2023 01:08 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,Finance,Financial bid has been opened,Gautam Kalita,23-Feb-2023 12:43 PM,,BOQ Comparative Chart,Director,Internal,,Chandan Jyoti Saikia,23-Feb-2023 12:38 PM,23-Feb-2023 12:40 PM,techsummary_46886.pdf (3315.99 KB),Technical,Technical bid has been opened,Gautam Kalita,13-Feb-2023 03:43 PM,,Soil Conservation Department||Director - SCD,2023_SCD_29122_1,Tender/NIT/2022-23/9545,Nature Conservation and Beautification work at Ganesh Mandir complex in Village Lalmati-Duramari(Abhayapuri) under SOPD-G during the year 2022-23,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,AOC,2,176617,Apurba Dev Sarma,11-Feb-2023 03:36 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Completion certificate along with work order,,,,,,,,,,,,,,,,,,,,,,AOC,3,176883,Baharuddin Ahmed,13-Feb-2023 09:57 AM,Rejected-AOC,Not Awarded,13-Mar-2023 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,4,177021,CHIRANJIT CHOUDHURY,13-Feb-2023 01:13 PM,Rejected-AOC,Not Awarded,13-Mar-2023 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,176794,HARESWAR PATGIRI,12-Feb-2023 06:26 PM,Rejected-AOC,Not Awarded,13-Mar-2023 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,176992,Jibon kishore Ray,13-Feb-2023 12:33 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,177037,Manash Choudhury,13-Feb-2023 12:58 PM,Rejected-AOC,Not Awarded,13-Mar-2023 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,176889,MD SONAR UDDIN,13-Feb-2023 01:52 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,176912,Nayanjyoti Talukdar,10-Feb-2023 08:42 PM,Accepted-AOC,Awarded,13-Mar-2023 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,176888,NOBAB CHAN AHMED,10-Feb-2023 04:23 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,176859,Sahanur Islam Mandal,13-Feb-2023 10:37 AM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,176969,SRI NAVAJYOTI KALITA,11-Feb-2023 07:07 PM,Rejected-Technical,Technically not qualified,23-Feb-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
