EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"2,38,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"Re-construction to Tahliwal Bathri Road MDR-41 at km. 0-0 to 7-700 Sub Head P.L Paver Blocks in km 2-800 to 2-950, P.L embankment, GSB, WMM, Prime Coat, Tack Coat, DBM and BC in km. 0-350 to 2-0 MDR-41 Deposit work","Re-construction to Tahliwal Bathri Road MDR-41 at km. 0-0 to 7-700 Sub Head P.L Paver Blocks in km 2-800 to 2-950, P.L embankment, GSB, WMM, Prime Coat, Tack Coat, DBM and BC in km. 0-350 to 2-0 MDR-41 Deposit work",Please refer to Bidding Documents ,NA ,"2,05,69,745",Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Re-construction to Tahliwal Bathri Road MDR-41 at,2022_PWD_55623_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,ICICI BANK,15-Jan-2022 10:00 AM,21-Jan-2022 11:00 AM,15-Jan-2022 10:30 AM,21-Jan-2022 09:00 AM,NA ,NA ,15-Jan-2022 10:30 AM,21-Jan-2022 09:00 AM,01-Feb-2022 10:00 AM,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,02-Feb-2022 12:19 PM,finance_83563.pdf,BOQ Comparative Chart,1.0,257482.0,SS CONSTRUCTION COMPANY,INR,"15,142,430",1.0,257465.0,B T Construction Company,20-Jan-2022 12:33 PM,Rejected-Finance,Not L-1,02-Feb-2022,Technical,Bids List,Rajesh Kumar,21-Jan-2022 04:00 PM,technical_83563.pdf,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,27-Jan-2022 05:39 PM,01-Feb-2022 10:00 AM,techsummary_83563.pdf (709.19 KB),PWD,2022_PWD_55623_1,Re-construction to Tahliwal Bathri Road MDR-41 at,"Re-construction to Tahliwal Bathri Road MDR-41 at km. 0-0 to 7-700 Sub Head P.L Paver Blocks in km 2-800 to 2-950, P.L embankment, GSB, WMM, Prime Coat, Tack Coat, DBM and BC in km. 0-350 to 2-0 MDR-41 Deposit work",31-Mar-2023,"INR 20,569,745",90.0,Baldev Singh,08-Aug-2023 04:45 PM,Awardletter.pdf (968.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,02-Feb-2022 12:47 PM,finsummary_83563.pdf (511.02 KB)
,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,256455.0,K.K. Construction,20-Jan-2022 12:42 PM,Rejected-Finance,Not L-1,02-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,257452.0,M/S R.R.Builders,20-Jan-2022 10:36 AM,Rejected-Finance,Not L-1,02-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,256849.0,R.D. DUVEDI,20-Jan-2022 06:18 PM,Rejected-Finance,Not L-1,02-Feb-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,257482.0,SS CONSTRUCTION COMPANY,20-Jan-2022 06:10 PM,Accepted-AOC,ok,08-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
