Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"B/W of Tanda Pantehar Dharaman Band Vihar Moli Chak Kandwari Nanahar road Km 0/00 to 10/00 (Under RIDF-XXIII) (SW- B/W C/o 3.00 mtrs Span Culvert, P.C , CC pavement, P/L Wearing and CC to extended portion (Both side berms) Km 0/500 to 1/700)","B/W of Tanda Pantehar Dharaman Band Vihar Moli Chak Kandwari Nanahar road Km 0/00 to 10/00 (Under RIDF-XXIII) (SW- B/W C/o 3.00 mtrs Span Culvert, P.C , CC pavement, P/L Wearing and CC to extended portion (Both side berms) Km 0/500 to 1/700)",Please refer Tender documents. ,NA ,"58,40,803",Civil Works - Roads,NA ,Rate Contract,75.0,180.0,Palampur,176061.0,NA ,NA ,NA ,SE 5th Circle HPPWD Palampur,No ,No,"1,17,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,SE 5th Circle HPPWD Palampur,5th Circle HP.PWD Palampur,"2,000",Nil,Nil,No,05-May-2022 10:00 AM,21-May-2022 11:30 AM,05-May-2022 10:00 AM,20-May-2022 05:00 PM,NA ,NA ,05-May-2022 10:00 AM,20-May-2022 05:00 PM,06-Jun-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,PWD,SE PWD Palampur NIT No 1316-250 dt 19.4.22,2022_PWD_60288_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial Bid Opening Summary,Dalip singh Patial,23-Aug-2022 12:26 PM,finance_91124.pdf,BOQ Comparative Chart,1.0,283122.0,GALAXY ASSOCIATE,INR,"7,929,211.44",1.0,283122.0,GALAXY ASSOCIATE,20-May-2022 04:46 PM,Accepted-AOC,AOC,04-Mar-2023 05:10 PM,Technical,technical bid opened on dt 21-05-2022 and 6 bidders founds,Dalip singh Patial,30-May-2022 01:02 PM,technical_91124.pdf,S.E. 5th Circle Palampur,Internal,EE (D) 5th Circle Palampur CHD 5th Circle Palampur Supdt 5th Circle Palampur EE Palampur AO Palampur,Dalip singh Patial,30-May-2022 01:06 PM,06-Jun-2022 11:30 AM,techsummary_91124.pdf (1089.92 KB),PWD,2022_PWD_60288_1,SE PWD Palampur NIT No 1316-250 dt 19.4.22,"B/W of Tanda Pantehar Dharaman Band Vihar Moli Chak Kandwari Nanahar road Km 0/00 to 10/00 (Under RIDF-XXIII) (SW- B/W C/o 3.00 mtrs Span Culvert, P.C , CC pavement, P/L Wearing and CC to extended portion (Both side berms) Km 0/500 to 1/700)",04-Mar-2023,"INR 5,840,803",180.0,Manoj Sood,04-Mar-2023 05:09 PM,9427.pdf (493.00 KB),AOC,"Er. I.S. Uttam, SE",Internal,"Supdt Gr-II(Works), CHD, DAO Palampur, EE Palampur, EE(D) 5th circle Palampur",Dalip singh Patial,23-Aug-2022 12:32 PM,finsummary_91124.pdf (192.78 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender form as per Section -1 Point No. 3,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,283102.0,M/S BRS Logistics,20-May-2022 02:40 PM,Rejected-Finance,Bidder is found L-4,23-Aug-2022 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per section -2 clause-16.1,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,283093.0,Prithi Raj Thakur,20-May-2022 04:50 PM,Rejected-Finance,Bidder is found L-6,23-Aug-2022 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q. 1. Section -3 (1.1),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,283035.0,Sanjeev,20-May-2022 02:21 PM,Rejected-Finance,Bidder is found L-3,23-Aug-2022 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.3.1) (1.3.2) (1.3.3),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,282666.0,Shubham thakur,18-May-2022 11:03 PM,Rejected-Finance,Bidder is found L-2,23-Aug-2022 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.4) (1.5),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,282924.0,SONI THAKUR,20-May-2022 11:53 AM,Rejected-Finance,Bidder is found L-5,23-Aug-2022 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.2) (1.7),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.1. as per section -3 ( 1.6) (1.8) (1.9) (1.10),,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.1. as per section-2 clause ( 4.2, 4.4 A and B",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. G.S.T., PAN, EPF etc.",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
