Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,HPPWD Division Dehra,C/O Road from Badhal Bridge to Jambal Bassi via Kanol Paniamanl road Km. 0/0 to 3/200,"P/L GSB, Embankment, 900mm dia HP culvert and Crate wall etc. at RD 0/650 to 1/100",Before uploading of tender please refer to bidding document for all conditions/instructions ,NA ,"10,28,702",Civil Works,Road work ,Tender,75.0,90.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,"21,000",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form and earnest money,PWD,EE Dehra letter No11262-66 dated 07.02.2022,2022_PWD_56816_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,17-Feb-2022 10:00 AM,25-Feb-2022 11:30 AM,17-Feb-2022 10:00 AM,24-Feb-2022 06:00 PM,17-Feb-2022 10:00 AM ,22-Feb-2022 05:00 PM ,17-Feb-2022 10:00 AM,24-Feb-2022 06:00 PM,05-Mar-2022 11:00 AM,AOC,EE Dehra,Internal,DAO Dehra Superintendent Dehra DHD Dehra,Dinesh Kumar Dhiman,04-Mar-2022 06:56 PM,05-Mar-2022 11:00 AM,techsummary_85578.pdf (291.94 KB),PWD,2022_PWD_56816_5,EE Dehra letter No11262-66 dated 07.02.2022,C/O Road from Badhal Bridge to Jambal Bassi via Kanol Paniamanl road Km. 0/0 to 3/200,03-Mar-2023,"INR 1,028,702",90.0,Dinesh Kumar Dhiman,03-Mar-2023 03:49 PM,56816_5Award.pdf (606.00 KB),Work award issued,EE Dehra,Internal,DAO Dehra Superintendent Dehra DHD Dehra,Dinesh Kumar Dhiman,13-Mar-2022 02:18 PM,finsummary_85578.pdf (234.62 KB),1.0,265672.0,AJAY KUMAR,22-Feb-2022 04:43 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 02:18 PM,Technical,Opening summary,Dinesh Kumar Dhiman,04-Mar-2022 06:41 PM,technical_85578.pdf,Finance,Financial bid opening summary,Dinesh Kumar Dhiman,13-Mar-2022 12:27 PM,finance_85578.pdf,BOQ Comparative Chart,1.0,266136.0,RAJAT KAJAL GOVT CONTRACTOR,INR,"1,070,520",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266057.0,HARBANS SINGH,23-Feb-2022 05:34 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 02:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,266136.0,RAJAT KAJAL GOVT CONTRACTOR,23-Feb-2022 04:08 PM,Accepted-AOC,L1,03-Mar-2023 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,265665.0,SUMIT KUMAR GOVT. CONTRACTOR,22-Feb-2022 04:36 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 02:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid with name of bid duly attested from the competent authority,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,266061.0,VISHAL DHIMAN GOVT CONTRACTOR,24-Feb-2022 03:00 PM,Rejected-Finance,Rejected being highest bidder,13-Mar-2022 02:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of near relative works as officer/officials in HPPWD duly attested,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
