Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68515_1,184619/2022-23-8379-85 Dated 08-02-2023,Tender for replacement of 12 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Dwandi and 25 KVA s/stn Chaira under ESD HPSEBL Seri.,1.0,321814.0,VISHAL ELECTRICAL GOVT CONT,INR,"150,554.24","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,25-Mar-2023 03:10 PM,finsummary_103237.pdf (466.41 KB),1.0,321814.0,VISHAL ELECTRICAL GOVT CONT,12-Feb-2023 02:21 PM,Accepted-AOC,The committee has decided to award the tender to single participated bidder M/S Vishal Electrical and there is no need of negotiation because prices are already at the prescribed minimum level.,25-Mar-2023 03:21 PM,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Ravinder Kumar,24-Mar-2023 03:15 PM,24-Mar-2023 03:20 PM,techsummary_103237.pdf (474.44 KB),25-Mar-2023,"INR 197,671",30.0,Sushil Kumar,25-Mar-2023 03:21 PM,award139dwandi.pdf (1636.00 KB),The committee has decided to award the tender to single participated bidder M/S Vishal Electrical and there is no need of negotiation because prices are already at the prescribed minimum level.,Technical,Financial bid opened by tender committee.,Ravinder Kumar,24-Mar-2023 03:13 PM,technical_103237.pdf,Finance,Financial bid opened by tender committee.,Sushil Kumar,25-Mar-2023 03:01 PM,finance_103237.pdf,BOQ Comparative Chart,AOC,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8379-85 Dated 08-02-2023,2023_HPSEB_68515_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Date Corrigendum-4,Date,,Tender for replacement of 12 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Dwandi and 25 KVA s/stn Chaira under ESD HPSEBL Seri.,Tender for replacement of Tender for replacement of 12 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Dwandi and 25 KVA s/stn Chaira under ESD HPSEBL Seri.,Please refer tender document  ,N/A ,"1,97,671",Supply and Erection,Electrical work ,Tender,180.0,30.0,Seri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",09-Feb-2023 05:00 PM,02-Mar-2023 12:30 PM,09-Feb-2023 05:00 PM,02-Mar-2023 10:30 AM,NA ,NA ,09-Feb-2023 05:00 PM,02-Mar-2023 10:30 AM,24-Mar-2023 03:20 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,1.0,ICICI BANK,590.0,Nil,Nil,No,"4,942",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Cancelled Check, Contact no. and Email ID as per bid document",,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
