Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,HPPWD Division Dehra,"10,000",No,fixed,,Nil,Nil,PWD,EE Dehra letter No.8385-89 dated 16.12.2021,2021_PWD_55065_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of receipt/proof of online payment on account of cost of tender form and earnest money,27-Dec-2021 10:00 AM,04-Jan-2022 11:00 AM,27-Dec-2021 10:00 AM,03-Jan-2022 06:00 PM,27-Dec-2021 10:00 AM ,31-Dec-2021 05:00 PM ,27-Dec-2021 10:00 AM,03-Jan-2022 06:00 PM,21-Jan-2022 11:00 AM,C/O Link road from Sapraloo to Tip via Dolla Km. 0/0 to 1/100,"C/O Formation cutting, ROFD and PCC R/Wall at RD 0/300 to 0/315) OTMNP",Before uploading of tender please refer to bidding document for all conditions/instructions ,NA ,"5,02,980",Civil Works,Repair of road ,Tender,75.0,60.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,1.0,ICICI BANK,350.0,Nil,Nil,No,AOC,1.0,253620.0,Dev Raj,03-Jan-2022 01:49 PM,Rejected-Finance,Highest bidder,06-Feb-2022 02:29 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,20-Jan-2022 03:45 PM,technical_82557.pdf,Finance,Financial bid opening summary,Dinesh Kumar Dhiman,06-Feb-2022 02:21 PM,finance_82557.pdf,BOQ Comparative Chart,1.0,253417.0,Narender Agan,INR,"503,057",PWD,2021_PWD_55065_3,EE Dehra letter No.8385-89 dated 16.12.2021,C/O Link road from Sapraloo to Tip via Dolla Km. 0/0 to 1/100,EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,20-Jan-2022 03:54 PM,21-Jan-2022 11:00 AM,techsummary_82557.pdf (295.54 KB),EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,06-Feb-2022 02:29 PM,finsummary_82557.pdf (218.82 KB),25-Mar-2023,"INR 502,980",60.0,Dinesh Kumar Dhiman,25-Mar-2023 05:47 PM,55065_3Award.pdf (797.00 KB),Work award issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,2.0,253589.0,G K Constructions Builder and Govt Contractor,03-Jan-2022 02:47 PM,Rejected-Finance,Highest bidder,06-Feb-2022 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,253417.0,Narender Agan,02-Jan-2022 12:18 PM,Accepted-AOC,L1,25-Mar-2023 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,253675.0,RAJNIKANT,03-Jan-2022 03:14 PM,Rejected-Finance,Highest bidder,06-Feb-2022 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff showing the name of bid regarding correctness of bid documents/information duly attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,253740.0,Shubham kapoor,03-Jan-2022 05:13 PM,Rejected-Technical,Non Responsive,20-Jan-2022 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing list of near relatives working in HPPWD as Gazetted/non Gazetted officer duly attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
