Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Attached,Sanjay Katoch,05-Sep-2022 04:47 PM,technical_96398.pdf,1.0,298186.0,Himachal Techno Engineers,29-Aug-2022 05:04 PM,Rejected-Finance,l1,22-Sep-2022 01:08 PM,1.0,298070.0,OM PARKASH SHARMA AND SONS,INR,"42,916,759.81",Finance,Attached,Sanjay Katoch,19-Sep-2022 12:55 PM,finance_96398.pdf,BOQ Comparative Chart,01-Mar-2023,"INR 42,812,085",548.0,Sanjay Katoch,01-Mar-2023 06:20 PM,Award.pdf (2145.00 KB),Awarded,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,22-Sep-2022 01:08 PM,finsummary_96398.pdf (1415.68 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,05-Sep-2022 04:55 PM,08-Sep-2022 03:00 PM,techsummary_96398.pdf (904.51 KB),PWD,2022_PWD_63978_1,C/O Mechanical Engineering Block Baru,Construction of Mechanical Engineering Block in Govt. Polytechnic Collage Hamirpur Baru,AOC,PWD,C/O Mechanical Engineering Block Baru,2022_PWD_63978_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,23-Aug-2022 06:00 PM,30-Aug-2022 11:00 AM,23-Aug-2022 06:00 PM,30-Aug-2022 10:30 AM,NA ,NA ,23-Aug-2022 06:00 PM,30-Aug-2022 10:30 AM,08-Sep-2022 03:00 PM,Construction of Mechanical Engineering Block in Govt. Polytechnic Collage Hamirpur Baru,SH Site development C/o building portion water supply and sanitary installation septic tank with soak pit and rain water harvesting tank 20000 litre capacity,Please refer Tender documents. ,NA ,"5,23,37,510",Civil Works - Buildings,NA ,Tender,60.0,548.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"5,00,000",No,fixed,,Nil,Nil,AOC
,,,,,2.0,298235.0,KDN Infrastructure Pvt. Ltd.,30-Aug-2022 09:38 AM,Rejected-Finance,l3,22-Sep-2022 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Financial Turn Over of last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,298222.0,MSC Roads and Bridges Private Limited,29-Aug-2022 07:47 PM,Rejected-Finance,l2,22-Sep-2022 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,298070.0,OM PARKASH SHARMA AND SONS,29-Aug-2022 07:46 PM,Accepted-AOC,l1,01-Mar-2023 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand/work done detail counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Others information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
