S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form only online mode through e-payment,PWD,No.PW- TD-CB- 312-411 dated 17.4.2021,2021_PWD_47095_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,Executive Engineer Tissa Division HPPWD,Executive Engineer Tissa Division HPPWD,"1,06,553",No,fixed,,Nil,Nil,03-May-2021 03:00 PM,10-May-2021 11:30 AM,03-May-2021 03:00 PM,10-May-2021 11:00 AM,NA ,NA ,03-May-2021 03:00 PM,10-May-2021 11:00 AM,17-May-2021 11:30 AM,Periodic maintenance of Chamba Tissa,Periodic maintenance of Chamba Tissa road KM 32/250 to 62/0 for the year 2021-22 Providing and laying bituminous concrete and C/o PCC Drain at RD 59/0 to 62/0,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,75.0,60.0,Tissa,176316.0,NA ,NA ,NA ,Executive Engineer Tissa Division HPPWD,No ,No,AOC,1.0,211412.0,Rahul Thakur,INR,"5,375,627",Finance,BOS,Jeet Singh Thakur,04-Mar-2023 12:58 PM,None,BOQ Comparative Chart,1.0,211430.0,D.S. Thakur,09-May-2021 04:22 PM,Rejected-Finance,L2,06-Mar-2023 05:34 PM,Technical,BOS,Rajeev Kumar,15-May-2021 03:38 PM,technical_70750.pdf,Executive Engineer Tisssa,Internal,Assistant Engineer Junior Engineer Superintendent and Senior Assistant Tissa division,Rajeev Kumar,15-May-2021 03:39 PM,17-May-2021 11:30 AM,techsummary_70750.pdf (308.16 KB),PWD,2021_PWD_47095_3,No.PW- TD-CB- 312-411 dated 17.4.2021,Periodic maintenance of Chamba Tissa,06-Mar-2023,"INR 5,327,635",60.0,Joginder Kumar,06-Mar-2023 05:52 PM,59-62.pdf (443.00 KB),AOC,EE,Internal,SR ASSTT HDM SUPDT,Joginder Kumar,06-Mar-2023 05:34 PM,finsummary_70750.pdf (184.17 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money only online mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,211412.0,Rahul Thakur,09-May-2021 05:21 PM,Accepted-AOC,L1,06-Mar-2023 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,G.S.T. Registration ( General Rules No.24.4 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Own Hot mix plant paver finisher and road roller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,PWD-form 7/8 duly signed by contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done at least one similar work forty percent estimated value work without L.D. last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
