EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"18,750",No,fixed,,Nil,Nil,Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,350.0,Nil,Nil,No,1.0,ICICI BANK,PWD,Nagrota 21,2023_PWD_69308_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Feb-2023 10:40 AM,28-Feb-2023 11:30 AM,21-Feb-2023 10:40 AM,28-Feb-2023 09:00 AM,NA ,NA ,21-Feb-2023 10:40 AM,28-Feb-2023 09:00 AM,03-Mar-2023 03:00 PM,"Construction of Govt. Veterinary Hospital at Nagrota Bagwan in Distt. Kangra (H.P.). DEPOSIT WORK.(SH-Balance work of Boundary wall, Ramp and other civil work etc )","Construction of Govt. Veterinary Hospital at Nagrota Bagwan in Distt. Kangra (H.P.). DEPOSIT WORK.(SH-Balance work of Boundary wall, Ramp and other civil work etc )",Please refer Tender documents. ,NA ,"9,37,406",Civil Works,NA ,Tender,120.0,60.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,AOC,PWD,2023_PWD_69308_1,Nagrota 21,"Construction of Govt. Veterinary Hospital at Nagrota Bagwan in Distt. Kangra (H.P.). DEPOSIT WORK.(SH-Balance work of Boundary wall, Ramp and other civil work etc )",Executive Engineer,Internal,"AE, DAO, Supdt, HDM",Suresh Kumar Walia,03-Mar-2023 12:13 PM,03-Mar-2023 03:00 PM,techsummary_104582.pdf (894.24 KB),Executive Engineer,Internal,"AE, DAO, Supdt, HDM",Suresh Kumar Walia,04-Mar-2023 01:34 PM,finsummary_104582.pdf (196.87 KB),13-Mar-2023,"INR 937,406",60.0,Suresh Kumar Walia,15-Mar-2023 11:53 AM,Award.pdf (223.00 KB),Award,1.0,329746.0,Sameer Bhatnagar,INR,"766,798",Finance,sum,Suresh Kumar Walia,04-Mar-2023 01:31 PM,finance_104582.pdf,BOQ Comparative Chart,1.0,329751.0,Anil Walia,27-Feb-2023 10:40 PM,Rejected-Finance,Lowest 5,04-Mar-2023 01:34 PM,Technical,sum,Suresh Kumar Walia,03-Mar-2023 12:12 PM,technical_104582.pdf,AOC
,,,,,,,,,,.pdf,Contractor registration,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,328771.0,parveen kumar,27-Feb-2023 05:30 PM,Rejected-Finance,Lowest 4,04-Mar-2023 01:34 PM,,,,,,AOC
,,,,,,,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,327638.0,Puneet Khosla,27-Feb-2023 10:03 AM,Rejected-Finance,Lowest 2,04-Mar-2023 01:34 PM,,,,,,AOC
,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,329746.0,Sameer Bhatnagar,27-Feb-2023 09:45 PM,Accepted-AOC,Award,15-Mar-2023 11:53 AM,,,,,,AOC
,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,329638.0,Vijay kumar,27-Feb-2023 05:18 PM,Rejected-Finance,Lowest 3,04-Mar-2023 01:34 PM,,,,,,AOC
,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
