Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Providing and Installing Electrical Work,Providing and Installing Electrical Work,Please refer Tender documents. ,NA ,"15,11,000",Electrical Works,NA ,Rate Contract,60.0,270.0,Village Slogra District and tehsil Solan HP,173211.0,Office of District Project Manager HPCDP JICA  ,"Office of District Project Manager, HPCDP Phase II JICAODA Solan Village Kailer PO Saproon Distt Solan HP 173211  ",03-Feb-2023 12:00 PM ,Office of District Project Manager HPCDP JICA,No ,No,"1,500",District Project Manager HPCDP PHII JICAODA Solan,Solan,No,District Project Manager HPCDP JICA Solan,"Office of District Project Manager, HPCDP Phase II JICAODA Solan Village Kailer PO Saproon Distt Solan HP 173211",23-Jan-2023 05:00 PM,14-Feb-2023 11:30 AM,23-Jan-2023 05:00 PM,13-Feb-2023 05:00 PM,NA ,NA ,23-Jan-2023 05:00 PM,13-Feb-2023 05:00 PM,15-Feb-2023 12:05 PM,Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM-HPCDP - JICA-ODA - Solan,AgrSLNDPMUJICAODAPHIIG42970,2023_HPCDP_67430_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"30,200",Yes,fixed,,District Project Manager HPCDP PHII JICAODA Solan,Solan,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,1.0,DD - Demand Draft,AOC,Technical,Technical evaluation summary,Santosh Kumar Gupta,15-Feb-2023 11:59 AM,technical_101628.pdf,Finance,Financial Evaluation Summary,Santosh Kumar Gupta,15-Feb-2023 05:11 PM,finance_101628.pdf,BOQ Comparative Chart,03-Mar-2023,"INR 1,799,935",270.0,Santosh Kumar Gupta,03-Mar-2023 10:14 AM,Awardletter.pdf (642.00 KB),1.0,321714.0,CHANDEL ELECTRICAL ENGG WORKS,12-Feb-2023 06:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 11:59 AM,Dr. Santosh Kumar Gupta,Internal,Mr. Deepak Rana Anup Avinash Arun Sharma Anil Kumar Jaswal Varun Koundal,Santosh Kumar Gupta,15-Feb-2023 12:02 PM,15-Feb-2023 12:05 PM,techsummary_101628.pdf (949.23 KB),Dr. Santosh Kumar Gupta,Internal,,Santosh Kumar Gupta,03-Mar-2023 09:58 AM,finsummary_101628.pdf (530.54 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM-HPCDP - JICA-ODA - Solan,2023_HPCDP_67430_1,AgrSLNDPMUJICAODAPHIIG42970,Providing and Installing Electrical Work,1.0,322023.0,Kumar Enterprises,INR,"1,799,935",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,2.0,322023.0,Kumar Enterprises,13-Feb-2023 01:03 PM,Accepted-AOC,L1,03-Mar-2023 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,AOC,,,,,,,,,,,,,,,,,,3.0,321622.0,sanjay kumar,11-Feb-2023 12:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,AOC,,,,,,,,,,,,,,,,,,4.0,322239.0,Sharma and Company,13-Feb-2023 04:10 PM,Rejected-Finance,L3,03-Mar-2023 09:58 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,AOC,,,,,,,,,,,,,,,,,,5.0,321464.0,Thakur Traders,10-Feb-2023 01:01 PM,Rejected-Finance,L2,03-Mar-2023 09:58 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vi,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) vii,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) viii,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) ix,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidders Qualification Forms as indicated in NIT Sr. No. 3(a) x,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid PAN Card as indicated in NIT Sr. No. 3(a) xi,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should be registered under Goods and service tax as indicated in NIT Sr. No. 3(a) xii,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit for not panelized and terminated under HPCDP JICA Phase-I as indicated in NIT Sr. No. 3(a),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid as indicated in NIT Sr. No. 3(b) ii,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
