Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
27-Jul-2022,"INR 2,852,118",60.0,Arvind Chaudhary,31-Mar-2023 04:05 PM,Awardletter.pdf (820.00 KB),Awardletter,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,16-Jul-2022 07:21 PM,finsummary_93590.pdf (422.32 KB),"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,09-Jul-2022 12:28 PM,13-Jul-2022 10:00 AM,techsummary_93590.pdf (1302.58 KB),PWD,2022_PWD_62037_1,Job 2 Construction of link road Kuthar Harijan Bas,Job 2 Construction of link road Kuthar Harijan Basti from Una- Jaijon road RD 0-0 to 4-0 Sub Head P.L 80mm thick interlocking paver block at RD 2-0 to 2-500 and Retaining wall 2-300 to 2-315.Under SCCP,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,16-Jul-2022 06:31 PM,finance_93590.pdf,BOQ Comparative Chart,1.0,289282.0,SATWINDER SINGH,INR,"2,852,117",Technical,TechnicalBidOpeningSummary,Rajesh Kumar,02-Jul-2022 02:53 PM,technical_93590.pdf,1.0,289188.0,AMAN KUMAR SHARMA GOVT CONTRACTOR,29-Jun-2022 03:34 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 12:28 PM,AOC,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",Job 2 Construction of link road Kuthar Harijan Basti from Una- Jaijon road RD 0-0 to 4-0 Sub Head P.L 80mm thick interlocking paver block at RD 2-0 to 2-500 and Retaining wall 2-300 to 2-315.Under SCCP,Job 2 Construction of link road Kuthar Harijan Basti from Una- Jaijon road RD 0-0 to 4-0 Sub Head P.L 80mm thick interlocking paver block at RD 2-0 to 2-500 and Retaining wall 2-300 to 2-315.Under SCCP,Please refer to Bidding Documents ,NA ,"28,52,118",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,ICICI BANK,24-Jun-2022 05:00 PM,30-Jun-2022 11:00 AM,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,NA ,NA ,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,13-Jul-2022 10:00 AM,PWD,Job 2 Construction of link road Kuthar Harijan Bas,2022_PWD_62037_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"50,300",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,289190.0,Nitin Sharma,29-Jun-2022 10:41 PM,Rejected-Finance,Not L-1,16-Jul-2022 07:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,288808.0,Nitish Thakur,29-Jun-2022 08:47 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,289281.0,Prafull Bedi,29-Jun-2022 08:12 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,289282.0,SATWINDER SINGH,30-Jun-2022 12:20 AM,Accepted-AOC,ok,31-Mar-2023 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,288933.0,Sikander Mohan,28-Jun-2022 05:20 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,289120.0,Vikas puri,29-Jun-2022 03:07 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC
