Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,EE Palampur NIT No. 7785-7810 dt. 16.7.2022,2022_PWD_63544_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Er. B.M. Thakur, EE",Palampur Division HPPWD Palampur,1.0,ICICI BANK,"66,200",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,"Construction of Som Kunj Circuit House Building at Palampur Distt. Kangra (HP) (SW- Site development including M.S.Railing, cable stone, edge wall etc)","Construction of Som Kunj Circuit House Building at Palampur Distt. Kangra (HP) (SW- Site development including M.S.Railing, cable stone, edge wall etc)",Please refer Tender documents. ,NA ,"33,08,447",Civil Works - Buildings,NA ,Rate Contract,120.0,180.0,Palampur,176061.0,NA ,NA ,NA ,HPPWD Division Palampur,No ,No,10-Aug-2022 10:00 AM,17-Aug-2022 11:30 AM,10-Aug-2022 10:00 AM,17-Aug-2022 11:00 AM,NA ,NA ,10-Aug-2022 10:00 AM,17-Aug-2022 11:00 AM,18-Aug-2022 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form,AOC,PWD,2022_PWD_63544_1,EE Palampur NIT No. 7785-7810 dt. 16.7.2022,"Construction of Som Kunj Circuit House Building at Palampur Distt. Kangra (HP) (SW- Site development including M.S.Railing, cable stone, edge wall etc)","Er. B.M.Thakur, EE",Internal,"TA, Supdt, HDM, Sr. DAO, AE to EE , AE Palampur",Manoj Sood,17-Aug-2022 05:32 PM,18-Aug-2022 12:00 PM,techsummary_95768.pdf (171.89 KB),Er. B.M.Thakur,Internal,"T/A, Supdt, HDM, DAO, AE to EE, AE Palampur",Manoj Sood,20-Aug-2022 12:48 PM,finsummary_95768.pdf (165.97 KB),22-Sep-2022,"INR 3,308,447",180.0,Manoj Sood,03-Mar-2023 12:23 PM,11957.pdf (418.00 KB),AOC,1.0,296042.0,SANJAY KUMAR JASWAL GOVT.CONTRACTOR,17-Aug-2022 10:44 AM,Rejected-Technical,Non-Responsive,17-Aug-2022 05:32 PM,Technical,Technical bid opening summary,Manoj Sood,17-Aug-2022 05:30 PM,technical_95768.pdf,Finance,Financial Bid Opening Summary,Manoj Sood,20-Aug-2022 12:44 PM,finance_95768.pdf,BOQ Comparative Chart,1.0,295500.0,TANUJ SHARMA,INR,"2,919,482",AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,295501.0,Sunil Walia,16-Aug-2022 08:10 PM,Rejected-Finance,Bidder is found L-2,20-Aug-2022 12:48 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,295500.0,TANUJ SHARMA,16-Aug-2022 05:25 PM,Accepted-AOC,AOC,03-Mar-2023 12:23 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two works in hand,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
