Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
08-Mar-2023,"INR 1,198,437",60.0,Devi Ram Chauhan,08-Mar-2023 01:28 PM,AOC67966.pdf (468.00 KB),AOC issued to L-1,"Er. D R Chauhan, Executive Engineer",Internal,Er. Hitesh Sharma AE Dehar Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Lalit Sharma Supdt. Gr-II,Devi Ram Chauhan,08-Mar-2023 01:27 PM,finsummary_102378.pdf (467.91 KB),"Er. D R Chauhan, Executive Engineer",Internal,Er. Hitesh Sharma AE Dehar Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Lalit Sharma Supdt.,Chaman Singh,17-Feb-2023 03:36 PM,20-Feb-2023 12:30 PM,techsummary_102378.pdf (629.74 KB),PWD,2023_PWD_67966_1,PW-SNR-CB-E-Ten/Giriraj- 19416-26 dt.28.1.23,Improvement of black spot on Sundernagar Maloh road KM 0/0 to 5/565,Finance,FBOS,Chaman Singh,22-Feb-2023 12:32 PM,finance_102378.pdf,BOQ Comparative Chart,1.0,322080.0,ATUL CHANDEL GOVT CONTRACTOR,INR,"1,198,437",Technical,BOS,Chaman Singh,16-Feb-2023 04:25 PM,technical_102378.pdf,1.0,322590.0,Amar Singh,13-Feb-2023 11:55 PM,Rejected-Finance,Not found lowest,08-Mar-2023 01:27 PM,AOC,500.0,EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,Improvement of black spot on Sundernagar Maloh road KM 0/0 to 5/565,SH Providing and fixing W metal beam crash barrier at RD 1/255 to 1/555,As per bid document ,NA ,"16,41,694",Civil Works,NA ,Tender,90.0,60.0,In Sunder Nagar Division HPPWD,175018.0,NA ,NA ,NA ,O/O Executive Engineer HPPWD Division Sunder Nagar,No ,No,03-Feb-2023 11:00 AM,14-Feb-2023 11:30 AM,03-Feb-2023 11:00 AM,14-Feb-2023 10:00 AM,NA ,NA ,03-Feb-2023 11:00 AM,14-Feb-2023 10:00 AM,20-Feb-2023 12:30 PM,1.0,ICICI BANK,Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,"33,000",Yes,fixed,,EE Sundernagar,Sundernagar,PWD,PW-SNR-CB-E-Ten/Giriraj- 19416-26 dt.28.1.23,2023_PWD_67966_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,322080.0,ATUL CHANDEL GOVT CONTRACTOR,13-Feb-2023 11:18 AM,Accepted-AOC,AOC issued to L-1,08-Mar-2023 01:28 PM,AOC,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,322534.0,Gunjan Chauhan,13-Feb-2023 09:54 PM,Rejected-Finance,Not found lowest,08-Mar-2023 01:27 PM,AOC,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,322442.0,Jitender Kumar SOni,13-Feb-2023 06:12 PM,Rejected-Finance,Not found lowest,08-Mar-2023 01:27 PM,AOC,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,321732.0,Mast Ram,13-Feb-2023 02:24 PM,Rejected-Finance,Not found lowest,08-Mar-2023 01:27 PM,AOC,,,,,,,.pdf,Detail of work in hand as per general rules No. 16 and 26.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,322479.0,Pawan Kumar,13-Feb-2023 07:35 PM,Rejected-Finance,Not found lowest,08-Mar-2023 01:27 PM,AOC,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Form No. 7/8 refer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
