Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","Job 7 Construction of Link road to Village Khad Mohalla Sonkhalian, Tehsil Haroli Distt. Una km 0-0 to 3-0 Sub Head C.O CC in RD 2-700 to 3-0 and C.O Toe wall 2-820 to 2-850 Under OTMNP","Job 7 Construction of Link road to Village Khad Mohalla Sonkhalian, Tehsil Haroli Distt. Una km 0-0 to 3-0 Sub Head C.O CC in RD 2-700 to 3-0 and C.O Toe wall 2-820 to 2-850 Under OTMNP",Please refer to Bidding Documents ,NA ,"16,51,275",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,1.0,ICICI BANK,24-Jun-2022 05:00 PM,30-Jun-2022 11:00 AM,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,NA ,NA ,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,13-Jul-2022 10:00 AM,"32,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 7 Construction of Link road to Village Khad Mo,2022_PWD_62058_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,289318.0,Kapil Dhiman Govt Contractor,29-Jun-2022 10:25 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,02-Jul-2022 03:09 PM,technical_93621.pdf,1.0,289326.0,PRABHJOT SINGH GOVT CONTRACTOR,INR,"1,626,030",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,16-Jul-2022 06:47 PM,finance_93621.pdf,BOQ Comparative Chart,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,09-Jul-2022 11:58 AM,13-Jul-2022 10:00 AM,techsummary_93621.pdf (556.29 KB),PWD,2022_PWD_62058_1,Job 7 Construction of Link road to Village Khad Mo,"Job 7 Construction of Link road to Village Khad Mohalla Sonkhalian, Tehsil Haroli Distt. Una km 0-0 to 3-0 Sub Head C.O CC in RD 2-700 to 3-0 and C.O Toe wall 2-820 to 2-850 Under OTMNP",23-Jul-2022,"INR 1,651,275",60.0,Arvind Chaudhary,22-Mar-2023 06:20 PM,Awardletter.pdf (834.00 KB),Awardletter,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,16-Jul-2022 07:39 PM,finsummary_93621.pdf (417.44 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,AOC,2.0,289043.0,Kuldeep Kumar,29-Jun-2022 09:20 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,AOC,3.0,288811.0,Nitish Thakur,29-Jun-2022 08:52 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,AOC,4.0,289326.0,PRABHJOT SINGH GOVT CONTRACTOR,30-Jun-2022 12:54 AM,Accepted-AOC,ok,22-Mar-2023 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,AOC,5.0,288712.0,Rakesh KUmar,30-Jun-2022 08:30 AM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,AOC,6.0,289193.0,Ram Sahore Govt Contractor,29-Jun-2022 03:05 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,AOC,7.0,289317.0,Sagar Bali,29-Jun-2022 10:30 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,AOC,8.0,288994.0,SUMIT SEHGAL,29-Jun-2022 12:55 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,AOC,9.0,288887.0,unique engg. solutions,30-Jun-2022 12:20 AM,Rejected-Finance,Not L-1,16-Jul-2022 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,AOC,10.0,289122.0,Vikas puri,29-Jun-2022 03:20 PM,Rejected-Technical,As per Evaluation Bids,09-Jul-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
