Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
M T on Dilman Shina Ghat Road Km 0/0 to 4/750 (SH P.L Soling Gr-I in Km 0/00 to 1/200) Deposit SCSP.,M T on Dilman Shina Ghat Road Km 0/0 to 4/750 (SH P.L Soling Gr-I in Km 0/00 to 1/200) Deposit SCSP.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,90.0,SARAHAN DIVISION HPPWD SARAHAN,173024.0,NA ,NA ,NA ,SARAHAN DIVISION HPPWD SARAHAN,No ,No,07-Jun-2022 02:00 PM,15-Jun-2022 11:00 AM,07-Jun-2022 02:00 PM,15-Jun-2022 10:30 AM,NA ,NA ,07-Jun-2022 02:00 PM,15-Jun-2022 10:30 AM,16-Jun-2022 11:00 AM,"19,000",No,fixed,,Nil,Nil,EXECUTIVE ENGINEER,SARAHAN DIVISION HPPWD SARAHAN,350.0,Nil,Nil,No,PWD,No.PW-SRN-Tender22-231902 dt. 06.06.22,2022_PWD_61491_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,1.0,ICICI BANK,AOC,PWD,2022_PWD_61491_5,No.PW-SRN-Tender22-231902 dt. 06.06.22,M T on Dilman Shina Ghat Road Km 0/0 to 4/750 (SH P.L Soling Gr-I in Km 0/00 to 1/200) Deposit SCSP.,ER Prerm Dass Narwal EE,Internal,"Sh. Rajeev Sharma Supdt. Gr-II, Pappu Kumar Sr. Asstt., Smt. Neelam Kumari JDM",Prem Dass,16-Jun-2022 10:52 AM,16-Jun-2022 11:00 AM,techsummary_92805.pdf (728.94 KB),Er Prem dass Narwal,Internal,"Rajiv Sharma Supdt Gr-ii, Pappu Kumar Sr. Asstt, Neelam Kumari JDM",Prem Dass,08-Aug-2022 05:50 PM,finsummary_92805.pdf (571.83 KB),18-Aug-2022,"INR 734,052",90.0,Jai Lal Kanta,23-Mar-2023 04:26 PM,Scan10001.PDF (241.00 KB),AOC,1.0,286875.0,AJEET SINGH,INR,"734,052",Finance,SUMMARY,Prem Dass,25-Jun-2022 03:28 PM,finance_92805.pdf,BOQ Comparative Chart,1.0,286875.0,AJEET SINGH,14-Jun-2022 06:08 PM,Accepted-AOC,completed,23-Mar-2023 04:26 PM,Technical,SUMMARY,Prem Dass,16-Jun-2022 10:31 AM,technical_92805.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,286115.0,Jagmohan Singh,13-Jun-2022 06:39 PM,Rejected-Finance,L3,08-Aug-2022 05:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,286776.0,RAVI DUTT CONTRACTOR,14-Jun-2022 01:39 PM,Rejected-Finance,L4,08-Aug-2022 05:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,286921.0,Vikram Thakur,15-Jun-2022 08:38 AM,Rejected-Finance,L2,08-Aug-2022 05:50 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, CONDITIONS, CONTRACT CLAUSES Refer Ge",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
