Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,SE Dalhousie Letter No. 8351-71 dated 08-11-2021,2021_PWD_53710_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Construction of link road to village Lech Km. 0/0 to 5/000 under NABARD (RIDF-XXVII),"Formation cutting, passing place, retaining walls, cross drainage work, GSB,WBM-II,III, tarring work, side drain, parapets and road furniture etc. Including routing maintenance for five year",Please refer Tender documents. ,NA ,"7,03,08,258",Civil Works,NA ,Tender,75.0,730.0,Bharmour,176315.0,NA ,NA ,NA ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,18-Nov-2021 10:00 AM,02-Dec-2021 11:30 AM,18-Nov-2021 10:00 AM,02-Dec-2021 11:00 AM,NA ,NA ,18-Nov-2021 10:00 AM,02-Dec-2021 11:00 AM,15-Dec-2021 11:30 AM,"14,10,000",No,fixed,,Nil,Nil,Superintending Engineer,Superintending Engineer 7th Circle HPPWD Dalhousie,"5,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,1.0,ICICI BANK,AOC,1.0,246333.0,Tomar Construction Company,INR,"63,766,138",Finance,Finance bid Opening Summary,Deepak Mahajan,15-Dec-2021 03:13 PM,finance_80430.pdf,BOQ Comparative Chart,1.0,246619.0,MCC POWER PROJECTS PVT. LTD.,02-Dec-2021 10:31 AM,Rejected-Finance,2nd Lowest,07-Feb-2022 12:13 PM,Technical,Bid Opening Summary,Deepak Mahajan,02-Dec-2021 01:40 PM,technical_80430.pdf,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent (W) Engineer Officer Executive Engineer Bharmour Executive Engineer Concerned,Deepak Mahajan,10-Dec-2021 12:39 PM,15-Dec-2021 11:30 AM,techsummary_80430.pdf (1291.29 KB),PWD,2021_PWD_53710_2,SE Dalhousie Letter No. 8351-71 dated 08-11-2021,Construction of link road to village Lech Km. 0/0 to 5/000 under NABARD (RIDF-XXVII),20-Apr-2023,INR 703.08,730.0,Deepak Mahajan,20-Mar-2023 07:10 PM,AL.pdf (87.00 KB),Award Letter,Superintending Engineer,Internal,Dealing Assistant (C and C) Superintendent (W) Engineer Officer Executive Engineer (D),Deepak Mahajan,07-Feb-2022 12:13 PM,finsummary_80430.pdf (71.45 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. online payment receipt,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,246333.0,Tomar Construction Company,01-Dec-2021 05:46 PM,Accepted-AOC,Work in progress,20-Mar-2023 07:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. online payment receipt,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g) and Cl 4.3,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4B (a),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST No.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder would like to provide,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II of Bid as per Sec-6 a/w item rates offered by Employer for Routine Main. in SBD as per Sec-7,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
