Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8389-94 Dated 09-02-2023,2023_HPSEB_68820_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,14-Feb-2023 05:00 PM,06-Mar-2023 12:30 PM,14-Feb-2023 05:00 PM,06-Mar-2023 10:30 AM,NA ,NA ,14-Feb-2023 05:00 PM,06-Mar-2023 10:30 AM,17-Mar-2023 01:35 PM,590.0,Nil,Nil,No,1.0,Date Corrigendum-4,Date,,Tender for replacement of 22 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Mandlah and 25 KVA s/stn Paindoo under ESD HPSEBL Seri.,Tender for replacement of 22 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Mandlah and 25 KVA s/stn Paindoo under ESD HPSEBL Seri.,Please refer tender document  ,N/A ,"3,59,581",Supply and Erection,Electrical work ,Tender,180.0,30.0,Seri,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,1.0,ICICI BANK,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"8,990",No,fixed,,Nil,Nil,AOC,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68820_1,184619/2022-23-8389-94 Dated 09-02-2023,Tender for replacement of 22 Nos rotten wooden poles from existing 63 KVA 22/0.4 KV s/stn Mandlah and 25 KVA s/stn Paindoo under ESD HPSEBL Seri.,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Ravinder Kumar,17-Mar-2023 01:32 PM,17-Mar-2023 01:35 PM,techsummary_103795.pdf (422.79 KB),1.0,325484.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,06-Mar-2023 10:13 AM,Rejected-Finance,L2,18-Mar-2023 04:34 PM,Finance,Financial bid opened by tender committee.,Sushil Kumar,18-Mar-2023 04:25 PM,finance_103795.pdf,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Ravinder Kumar,17-Mar-2023 01:14 PM,technical_103795.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,EMD,,,,,,,AOC,,,,,,,,,,,,2.0,331487.0,VISHAL ELECTRICAL GOVT CONT,04-Mar-2023 04:40 PM,Accepted-AOC,Awarded to M/S VISHAL ELECTRICAL GOVT CONT because the price-bid was lowest 1 and found to be valid i.e. as per the terms and conditions mentioned in the tender document,21-Mar-2023 03:09 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN, GST, EPF and insurance policies for work man as per bid document",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Cancelled Check, Contact no. and Email ID as per bid document",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
