Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",04-Oct-2022 03:00 PM,10-Oct-2022 11:00 AM,04-Oct-2022 03:00 PM,10-Oct-2022 09:00 AM,NA ,NA ,04-Oct-2022 03:00 PM,10-Oct-2022 09:00 AM,11-Oct-2022 05:30 PM,"35,300",Yes,fixed,,Nil,Nil,"Job 7 Construction of link road Village Gondpur to Jaichand to Satsang Ghar via Dyala Moh Tehsil Haroli Distt. Una .HP Km 0-0 to 1-050 Sub Head C.O 900mm dia hume pipe culvert at RD 0-130, 0-140, 0-530 and C.o 2.00 mtre. Span Culvert at RD 0-840 U","Job 7 Construction of link road Village Gondpur to Jaichand to Satsang Ghar via Dyala Moh Tehsil Haroli Distt. Una .HP Km 0-0 to 1-050 Sub Head C.O 900mm dia hume pipe culvert at RD 0-130, 0-140, 0-530 and C.o 2.00 mtre. Span Culvert at RD 0-840 U",Please refer to Bidding Documents ,NA ,"18,50,257",Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 7 Construction of link road Village Gondpur t,2022_PWD_65936_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,11-Oct-2022 05:28 PM,11-Oct-2022 05:30 PM,techsummary_99237.pdf (1077.13 KB),PWD,2022_PWD_65936_1,Job 7 Construction of link road Village Gondpur t,"Job 7 Construction of link road Village Gondpur to Jaichand to Satsang Ghar via Dyala Moh Tehsil Haroli Distt. Una .HP Km 0-0 to 1-050 Sub Head C.O 900mm dia hume pipe culvert at RD 0-130, 0-140, 0-530 and C.o 2.00 mtre. Span Culvert at RD 0-840 U",28-Jan-2023,"INR 1,850,257",90.0,Arvind Chaudhary,03-Mar-2023 03:47 PM,Awardletter.pdf (940.00 KB),Awardletter,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,14-Oct-2022 03:10 PM,finsummary_99237.pdf (601.33 KB),Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,14-Oct-2022 12:45 PM,finance_99237.pdf,BOQ Comparative Chart,1.0,307110.0,Balbir Singh Govt Contractor,INR,"1,295,179.9",1.0,307129.0,ANKIT SHARMA,08-Oct-2022 11:43 AM,Rejected-Finance,Not L-1,14-Oct-2022 03:10 PM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,11-Oct-2022 04:44 PM,technical_99237.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,307110.0,Balbir Singh Govt Contractor,09-Oct-2022 01:07 PM,Accepted-AOC,ok,03-Mar-2023 03:47 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,307304.0,Kuldeep Kumar,08-Oct-2022 11:22 PM,Rejected-Finance,Decision as per Draw of Lots,14-Oct-2022 03:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,307080.0,Nitish Thakur,09-Oct-2022 03:19 PM,Rejected-Finance,Decision as per Draw of Lots,14-Oct-2022 03:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,306689.0,Rakesh KUmar,09-Oct-2022 12:22 PM,Rejected-Finance,Decision as per Draw of Lots,14-Oct-2022 03:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,307030.0,Shubham Dhiman,09-Oct-2022 06:33 PM,Rejected-Finance,Decision as per Draw of Lots,14-Oct-2022 03:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,306398.0,Vikas puri,08-Oct-2022 10:03 PM,Rejected-Finance,Not L-1,14-Oct-2022 03:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
