Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68818_1,184619/2022-23-8389-94 Dated 09-02-2023,Tender for replacement of 50 Nos rotten wooden poles from various existing Under ESD HPSEBL Churag.,1.0,325433.0,SATPAL,INR,"608,021.25","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",Sushil Kumar,14-Mar-2023 01:12 PM,finsummary_103794.pdf (542.04 KB),1.0,Tender Revocation,Due to clerical mistake financial evaluation might be wrong against the office bid No. 184619/ 2022- 23-8389-94 dated 08.02.2023 and here by further Revoke,14-Mar-2023 12:55 PM,revoke.pdf ,255.84,Financial Opening,Finance,Financial bid opened by tender committee.,Sushil Kumar,14-Mar-2023 01:05 PM,finance_103794.pdf,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,22-Feb-2023 04:20 PM,technical_103794.pdf,14-Mar-2023,"INR 810,695",30.0,Sushil Kumar,14-Mar-2023 01:13 PM,award138esdchirag.pdf (1534.00 KB),"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,22-Feb-2023 04:28 PM,22-Feb-2023 04:30 PM,techsummary_103794.pdf (443.42 KB),1.0,325390.0,JAGDISH KUMAR,20-Feb-2023 09:29 AM,Rejected-Finance,"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",14-Mar-2023 01:12 PM,AOC,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8389-94 Dated 09-02-2023,2023_HPSEB_68818_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"20,267",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,14-Feb-2023 05:00 PM,20-Feb-2023 12:30 PM,14-Feb-2023 05:00 PM,20-Feb-2023 10:30 AM,NA ,NA ,14-Feb-2023 05:00 PM,20-Feb-2023 10:30 AM,22-Feb-2023 04:30 PM,1.0,ICICI BANK,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog",Tender for replacement of 50 Nos rotten wooden poles from various existing Under ESD HPSEBL Churag.,Tender for replacement of 50 Nos rotten wooden poles from various existing Under ESD HPSEBL Churag.,Please refer tender document  ,N/A ,"8,10,695",Supply and Erection,Electrical work ,Tender,180.0,30.0,Churag,175010.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,325478.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,19-Feb-2023 07:15 PM,Rejected-Finance,L2,14-Mar-2023 01:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,325433.0,SATPAL,19-Feb-2023 05:14 PM,Accepted-AOC,"The two contractors were in L1 and award was made using a draw, In the draw, M/S ESS.PEE, VPO Karsog, Tehsil Karsog Distt. Mandi (H.P.) got selected.",14-Mar-2023 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,325388.0,VISHAL ELECTRICAL GOVT CONT,19-Feb-2023 03:48 PM,Rejected-Finance,L3,14-Mar-2023 01:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN, GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Cancelled Check, Contact no. and Email ID as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
