Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
11-Feb-2023 09:00 AM,21-Feb-2023 11:30 AM,11-Feb-2023 10:00 AM,21-Feb-2023 11:00 AM,NA ,NA ,11-Feb-2023 10:00 AM,21-Feb-2023 11:00 AM,27-Feb-2023 11:30 AM,"22,550",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F (Required only National Bank),Executive Engineer,HPPWD Division Kangra,PWD,10124-74,2023_PWD_68264_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Project of National Institute of Fashion Technology at Kangra,"(SH - Balance work of Septic tank, Soakpit and C/O Retaining wall at RD 0/030 to 0/043) (Deposit work)",Please refer Tender documents. ,NA ,"11,26,225",Civil Works - Roads,NA ,Tender,120.0,60.0,Kangra,176001.0,NA ,NA ,NA ,Kangra,No ,No,1.0,ICICI BANK,500.0,Nil,Nil,No,AOC,Finance,Summary,Sushil Kumar Dhadwal,04-Mar-2023 11:21 AM,finance_102794.pdf,BOQ Comparative Chart,1.0,322667.0,RAJESH SYAL,INR,"905,432",1.0,322667.0,RAJESH SYAL,20-Feb-2023 12:36 PM,Accepted-AOC,Award,04-Mar-2023 11:31 AM,Technical,Summary,Sushil Kumar Dhadwal,24-Feb-2023 12:23 PM,technical_102794.pdf,PWD,2023_PWD_68264_3,10124-74,Project of National Institute of Fashion Technology at Kangra,Er. Sushil Kumar Dhadwal,Internal,"DAO (Gr-I), HPPWD, Divn., Kangra, Divisional Head Draughtsman, HPPWD, Kangra, Superintendent (Gr-II) (Estt.) HPPWD, Kangra Superintendent (Gr-II) (Accounts) HPPWD, Kangra",Sushil Kumar Dhadwal,24-Feb-2023 12:26 PM,27-Feb-2023 11:30 AM,techsummary_102794.pdf (464.38 KB),Er. Sushil Kumar Dhadwal,Internal,"DAO (Gr-I), HPPWD, Divn., Kangra, Divisional Head Draughtsman, HPPWD, Kangra, Superintendent (Gr-II) (Estt.) HPPWD, Kangra Superintendent (Gr-II) (Accounts) HPPWD, Kangra",Sushil Kumar Dhadwal,04-Mar-2023 11:28 AM,finsummary_102794.pdf (1858.28 KB),04-Mar-2023,"INR 1,126,225",60.0,Sushil Kumar Dhadwal,04-Mar-2023 11:31 AM,AOC.pdf (1858.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,2.0,325276.0,sunny verma,20-Feb-2023 09:28 PM,Rejected-Technical,Non responsive,24-Feb-2023 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,322671.0,SURUCHI GFUPTA,20-Feb-2023 11:55 AM,Rejected-Finance,Rate higher side,04-Mar-2023 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,"PAN Number and EPF Number, GST Registration (Refer General Rule No-21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,HPPWD Form No-8 (Shown in General Rule and Direction 26(26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
