Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,A/R and m/o Ratti Pul to Saini Mohri road km 0/0 to 6/500 SH- P/L WBM Gr.III for correction layer and repair of pot holes in km 2/0 to 3/500 and km 5/0 to 6/500,balance work thereof and A/R and M/O TPTS road km 0/0 to 11/0 SH-P/L WBM Gr.III for correction layer and repair of pot holes in km 5/0 to 7/0 and 8/0 to 11/0) balance work thereof,Please refer Tender documents. ,NA ,"9,99,627",Civil Works,NA ,Tender,75.0,61.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F), Earnest money",06-Feb-2023 05:00 PM,17-Feb-2023 11:30 AM,06-Feb-2023 05:00 PM,16-Feb-2023 05:00 PM,NA ,NA ,06-Feb-2023 05:00 PM,16-Feb-2023 05:00 PM,23-Feb-2023 04:00 PM,PWD,MDII,2023_PWD_68211_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,Yes,1.0,ICICI BANK,"20,000",Yes,fixed,,Nil,Nil,AOC,PWD,2023_PWD_68211_4,MDII,A/R and m/o Ratti Pul to Saini Mohri road km 0/0 to 6/500 SH- P/L WBM Gr.III for correction layer and repair of pot holes in km 2/0 to 3/500 and km 5/0 to 6/500,ER S K KAUSHAL,Internal,,Vinayak Kashyap,23-Feb-2023 12:15 PM,23-Feb-2023 04:00 PM,techsummary_102709.pdf (369.80 KB),ER S K KAUSHAL,Internal,,Suresh Kaushal,11-Mar-2023 12:47 PM,finsummary_102709.pdf (169.25 KB),26-Mar-2023,"INR 819,694",61.0,Suresh Kaushal,26-Mar-2023 03:19 PM,rattipul.pdf (385.00 KB),Finance,Summary,Vinayak Kashyap,23-Feb-2023 04:23 PM,None,BOQ Comparative Chart,1.0,322411.0,RAMDEV RATHOD,INR,"819,694",1.0,324046.0,Amit kumar,15-Feb-2023 07:40 PM,Rejected-Finance,2,11-Mar-2023 12:47 PM,Technical,Summary,Vinayak Kashyap,20-Feb-2023 11:13 AM,None,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,324452.0,DEVENDER SINGH,16-Feb-2023 02:59 PM,Rejected-Finance,3,11-Mar-2023 12:47 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of PAN Card ,GST(General Rule No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,323898.0,KEWAL RAM,15-Feb-2023 04:34 PM,Rejected-Technical,NON Responsive,23-Feb-2023 12:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,324432.0,PAWAN KUMAR,16-Feb-2023 02:33 PM,Rejected-Finance,4,11-Mar-2023 12:47 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 6/8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,322411.0,RAMDEV RATHOD,16-Feb-2023 09:38 AM,Accepted-AOC,1,26-Mar-2023 03:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
