Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr.0/810to1/030","Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr.0/810to1/030",Please refer to tender document ,NA ,"4,66,031",Civil Works - Roads,NA ,Rate Contract,90.0,30.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,PWD,PW-TA-2021-7283-7382dt-26-8-21,2021_PWD_52109_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,09-Sep-2021 12:00 PM,17-Sep-2021 12:30 PM,09-Sep-2021 12:00 PM,16-Sep-2021 05:00 PM,NA ,NA ,09-Sep-2021 12:00 PM,16-Sep-2021 05:00 PM,23-Sep-2021 04:05 PM,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,350.0,Nil,Nil,No,EE Shillai,Executive engineer HP PWD Sillai,"9,350",No,fixed,,Nil,Nil,AOC,PWD,2021_PWD_52109_6,PW-TA-2021-7283-7382dt-26-8-21,"Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr.0/810to1/030",EE Shillai,Internal,"AE Shillai, HDM, Supdt.",Pramod Upreti,23-Sep-2021 03:59 PM,23-Sep-2021 04:05 PM,techsummary_77878.pdf (621.12 KB),EE Shillai,Internal,"AE Shillai, hdm, Supdt.",Pramod Upreti,13-Oct-2021 04:04 PM,finsummary_77878.pdf (133.94 KB),27-Mar-2023,"INR 157,089",30.0,Narender verma,27-Mar-2023 12:06 PM,52109-6.pdf (733.00 KB),"Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/5",Finance,Financial summary,Pramod Upreti,13-Oct-2021 03:42 PM,finance_77878.pdf,BOQ Comparative Chart,1.0,236084.0,RAJENDER SINGH CONTRACTOR,INR,"157,089",1.0,236151.0,ANIL SHARMA,16-Sep-2021 04:31 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,Technical,technical summary,Pramod Upreti,23-Sep-2021 03:50 PM,technical_77878.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235935.0,INDER JEET,16-Sep-2021 11:35 AM,Rejected-Technical,Not qualify,23-Sep-2021 03:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,236105.0,MAHENDER SINGH,16-Sep-2021 02:57 PM,Rejected-Technical,Not qualify,23-Sep-2021 03:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,235375.0,MAMRAJ TOMAR,11-Sep-2021 04:36 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235976.0,Pradeep kumar,15-Sep-2021 07:14 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,236084.0,RAJENDER SINGH CONTRACTOR,16-Sep-2021 04:12 PM,Accepted-AOC,AOC,27-Mar-2023 12:06 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,235898.0,SATISH KUMAR,15-Sep-2021 02:50 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,236104.0,SIYA RAM,16-Sep-2021 02:35 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,235791.0,THAKUR CONSTRUCTION,14-Sep-2021 08:44 PM,Rejected-Finance,Not lowest,13-Oct-2021 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
