S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,27-Feb-2023 05:00 PM,06-Mar-2023 11:30 AM,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,NA ,NA ,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,09-Mar-2023 11:30 AM,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722 18713-793 dt 25/02/23,2023_HPIPH_69739_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,R/M of various LWSS in Jal Shakti Division Nahan Tehsil Nahan Distt. Sirmour HP,"Providing and supplying of skilled and unskilled labour for various LWSS schemes under Subdivision Nahan, Jamta and Dadahu",Please refer Tender documents. ,NA ,"6,95,520",Civil Works,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"13,910",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,AOC,ER Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,10-Mar-2023 11:33 AM,finsummary_105191.pdf (171.84 KB),1.0,331352.0,KAMLENDER SINGH,INR,"496,080","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2023_HPIPH_69739_1,NHN-SMROO-722 18713-793 dt 25/02/23,R/M of various LWSS in Jal Shakti Division Nahan Tehsil Nahan Distt. Sirmour HP,1.0,331369.0,ADITYA BHANDARI,03-Mar-2023 06:33 PM,Rejected-Finance,Reject,10-Mar-2023 11:33 AM,ER Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,09-Mar-2023 11:25 AM,09-Mar-2023 11:30 AM,techsummary_105191.pdf (317.83 KB),Technical,Technical Bid Opening summary,Ashish Rana,09-Mar-2023 11:23 AM,technical_105191.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,09-Mar-2023 12:04 PM,finance_105191.pdf,BOQ Comparative Chart,28-Mar-2023,"INR 695,520",180.0,Ashish Rana,28-Mar-2023 07:00 PM,AOC.pdf (691.00 KB),Award to Contractor,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,AOC,,,,,,,,,,,,,,,,2.0,331879.0,Chaman Lal Contractor,05-Mar-2023 06:36 PM,Rejected-Finance,Reject,10-Mar-2023 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,AOC,,,,,,,,,,,,,,,,3.0,331880.0,Deepak Kumar Contractor,05-Mar-2023 06:49 PM,Rejected-Finance,Reject,10-Mar-2023 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,4.0,331352.0,KAMLENDER SINGH,03-Mar-2023 06:05 PM,Accepted-AOC,AOC,28-Mar-2023 07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,5.0,331244.0,PARDEEP SINGH,03-Mar-2023 03:33 PM,Rejected-Finance,Reject,10-Mar-2023 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as mentioned in NIT,AOC,,,,,,,,,,,,,,,,6.0,331633.0,Parmod Kumar Thakur,04-Mar-2023 04:18 PM,Rejected-Finance,Reject,10-Mar-2023 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit specifying that the benefit availed under earnest money exemption has not been exhauste,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
