Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2023_HPSEB_68847_1,184619/2022-23-8389-94 Dated 09-02-2023,"Tender for replacement of 32 Nos rotten wooden poles of LT Line from existing 25 KVA 22/0.4 kv Bohalidhar,25 KVA s/stn. Fraj under ESD HPSEBL Chhatri.",1.0,325517.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,INR,"333,400.5","Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,14-Mar-2023 04:31 PM,finsummary_103835.pdf (483.03 KB),"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,25-Feb-2023 03:24 PM,25-Feb-2023 03:25 PM,techsummary_103835.pdf (434.32 KB),1.0,325517.0,KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED,19-Feb-2023 09:24 PM,Accepted-AOC,"The two contractors were in L1 and award was made using a draw, In the draw, KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED got selected.",15-Mar-2023 04:49 PM,Finance,Financial bid opened by tender committee.,Sushil Kumar,14-Mar-2023 04:18 PM,finance_103835.pdf,BOQ Comparative Chart,Technical,Fulfill all the techno-commercial condition as per bid document,Sushil Kumar,25-Feb-2023 03:14 PM,None,15-Mar-2023,"INR 444,534",30.0,Sushil Kumar,15-Mar-2023 04:48 PM,award152fraj.pdf (1652.00 KB),"The two contractors were in L1 and award was made using a draw, In the draw, KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED got selected.",AOC,1.0,ICICI BANK,1.0,Date Corrigendum,Date,,"Tender for replacement of 32 Nos rotten wooden poles of LT Line from existing 25 KVA 22/0.4 kv Bohalidhar,25 KVA s/stn. Fraj under ESD HPSEBL Chhatri.","Tender for replacement of 32 Nos rotten wooden poles of LT Line from existing 25 KVA 22/0.4 kv Bohalidhar,25 KVA s/stn. Fraj under ESD HPSEBL Chhatri.",Please refer tender document  ,N/A ,"4,44,534",Supply and Erection,Electrical work ,Tender,180.0,30.0,Chhatri,175014.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog","Office of Sr. Executive Engineer,ED Karsog","11,113",No,fixed,,Nil,Nil,14-Feb-2023 05:00 PM,23-Feb-2023 12:30 PM,14-Feb-2023 05:00 PM,23-Feb-2023 10:30 AM,NA ,NA ,14-Feb-2023 05:00 PM,23-Feb-2023 10:30 AM,25-Feb-2023 03:25 PM,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/2022-23-8389-94 Dated 09-02-2023,2023_HPSEB_68847_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,326975.0,NAROTAM RAM,22-Feb-2023 02:51 PM,Rejected-Finance,L2,14-Mar-2023 04:31 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,325193.0,SUNEEL THAKUR ELECTRICAL,18-Feb-2023 05:03 PM,Rejected-Finance,"The two contractors were in L1 and award was made using a draw, In the draw, KAMAKSHA POWER PROJECTS AND CONSTRUCTION PRIVATE LIMITED got selected.",14-Mar-2023 04:31 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN, GST, EPF and insurance policies for work man as per bid document",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Cancelled Check, Contact no. and Email ID as per bid document",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
