Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
11-Mar-2023,"INR 7,002,182",180.0,Krishan Bhardwaj,11-Mar-2023 04:50 PM,67307AWARD.pdf (772.00 KB),AWARDATTACHED,EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,26-Feb-2023 10:48 AM,finsummary_101462.pdf (536.28 KB),EXECUTIVEENGINEER,Internal,SUPDT DAO HDM,Krishan Bhardwaj,03-Feb-2023 01:10 PM,03-Feb-2023 02:00 PM,techsummary_101462.pdf (1865.55 KB),PWD,2023_PWD_67307_1,PW-TDD-GA-NIT-22-23-15393-448 DT. 2.1.2023,C/O Link road to Village Marhana km. 0/0 to 1/345,Technical,SUMMARYATTACHED,Krishan Bhardwaj,03-Feb-2023 01:00 PM,technical_101462.pdf,1.0,316646.0,Arvind Sharma,24-Jan-2023 02:50 PM,Accepted-AOC,WORKAWARDED,11-Mar-2023 04:50 PM,1.0,316646.0,Arvind Sharma,INR,"6,659,075",Finance,SUMMARYATTACHED,Krishan Bhardwaj,26-Feb-2023 10:46 AM,finance_101462.pdf,BOQ Comparative Chart,AOC,19-Jan-2023 11:30 AM,27-Jan-2023 11:30 AM,19-Jan-2023 11:45 AM,24-Jan-2023 05:00 PM,NA ,NA ,19-Jan-2023 11:50 AM,24-Jan-2023 05:00 PM,03-Feb-2023 02:00 PM,1.0,ICICI BANK,"2,000",Nil,Nil,No,C/O Link road to Village Marhana km. 0/0 to 1/345,SH CO Cross drainage rigid pavement RWall PL GSB 2cm thick premix carpet and Vshape drain in actual RD 1405 to 2495 in continuity Under NABARD RIDF XXV,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,75.0,180.0,TAUNI DEVI,177023.0,NA ,NA ,NA ,TAUNI DEVI,No ,No,PWD,PW-TDD-GA-NIT-22-23-15393-448 DT. 2.1.2023,2023_PWD_67307_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,"Executive Engineer, Tauni Devi Division, HP.PWD., Tauni Devi","1,40,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the bid as per Section-6,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,316653.0,ashok Thakur,24-Jan-2023 04:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023 01:00 PM,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender form as per Section-1 Point No. 3 through online i.e. online mode i.e. Scanned copy o,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,316678.0,SANJEEV KUMAR GOVT CONTRACTOR,24-Jan-2023 04:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2023 01:00 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. Scanned copy of e-payment/online,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,316439.0,VINAY KUMAR,24-Jan-2023 02:09 PM,Rejected-Finance,L2,26-Feb-2023 10:48 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I- Section -3 (1.1),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.3.1), (1.3.2), (1.3.3)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.4), (1.5)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.6), (1.8), (1.9), (1.10)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I as per section 3 (1.2), (1.7)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I as per section 2 CI (4.2g) and CL 4.3,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I as per section 2 CL (4.4A (b),AOC
