Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Nil,Nil,No,A/R and M/O to Sundla Girjindoo road K.M. 0/0 to 27/0,Repair of pot holes and Patch work at various location in K.M. 0/0 to 27/0,Please refer Tender documents. ,NA ,"22,15,286",Civil Works,NA ,Tender,75.0,90.0,Salooni,176310.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,07-Apr-2022 01:00 PM,13-Apr-2022 11:30 AM,07-Apr-2022 01:00 PM,13-Apr-2022 11:00 AM,NA ,NA ,07-Apr-2022 01:00 PM,13-Apr-2022 11:00 AM,20-Apr-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,1.0,ICICI BANK,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,PWD,EE Salooni letter No. 14581-14631 date 30-03-2022,2022_PWD_59255_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"44,400",No,fixed,,Nil,Nil,AOC,1.0,276839.0,Kamal Thakur,12-Apr-2022 08:29 PM,Rejected-Finance,Other Than Lowest,29-Apr-2022 01:42 PM,Technical,Bid opening Summary,Deepak Mahajan,19-Apr-2022 11:46 AM,technical_89695.pdf,1.0,277173.0,Rahul Thakur,INR,"2,118,921",Finance,Bid Opening Summary,Deepak Mahajan,29-Apr-2022 01:41 PM,finance_89695.pdf,BOQ Comparative Chart,PWD,2022_PWD_59255_1,EE Salooni letter No. 14581-14631 date 30-03-2022,A/R and M/O to Sundla Girjindoo road K.M. 0/0 to 27/0,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,19-Apr-2022 11:48 AM,20-Apr-2022 11:30 AM,techsummary_89695.pdf (861.53 KB),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,29-Apr-2022 01:42 PM,finsummary_89695.pdf (17.94 KB),26-May-2022,"INR 2,215,286",90.0,Deepak Mahajan,24-Mar-2023 05:35 PM,AL.pdf (1540.00 KB),Award letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,277173.0,Rahul Thakur,12-Apr-2022 09:22 PM,Accepted-AOC,Work completed,24-Mar-2023 05:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct in all re,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (Without L.D.),,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Own Hot Mix Plant and Road Roller documentary proof,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
