Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
08-Feb-2023 09:00 AM,17-Feb-2023 11:30 AM,08-Feb-2023 09:00 AM,17-Feb-2023 11:00 AM,NA ,NA ,08-Feb-2023 09:00 AM,17-Feb-2023 11:00 AM,27-Feb-2023 11:00 AM,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,"Special repair of Circuit House building (Old Block) at Chilgari Dharamshala in Distt. Kangra, H.P.",SH- Replacing of old CGI sheet roofing with prepainted sheet roofing,Please refer Tender documents. ,NA ,"26,87,408",Civil Works,NA ,Tender,75.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,"53,800",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,dshala14635-65,2023_PWD_68008_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of Form,PWD,2023_PWD_68008_2,dshala14635-65,"Special repair of Circuit House building (Old Block) at Chilgari Dharamshala in Distt. Kangra, H.P.",Er. Jagtar Singh Thakur,Internal,Sh. Rajinder Kumar DAO (Gr.I) Sh. Ravi Kant Supdt. Sh. Satish Kumar HDM Sh. Vipan Kumar TA,Anil Nagpal,23-Feb-2023 12:25 PM,27-Feb-2023 11:00 AM,techsummary_102450.pdf (280.58 KB),Er. J.S. Thakur,Internal,"TA, HDM, SUPERINTENDENT, SR. DAO",Jagtar Singh Thakur,10-Mar-2023 04:47 PM,finsummary_102450.pdf (576.38 KB),25-Mar-2023,"INR 1,869,361",90.0,Jagtar Singh Thakur,28-Jun-2023 07:31 PM,VipulBali680082.pdf (1220.00 KB),Shri Vipul Bali,1.0,324222.0,anuj aggarwal,16-Feb-2023 02:54 PM,Rejected-Finance,Due to higher bidder,10-Mar-2023,Technical,As per document attached,Anil Nagpal,21-Feb-2023 06:53 PM,,1.0,324570.0,Vipul Bali Govt. Contractor,INR,"1,869,361",Finance,Attached,Anil Nagpal,01-Mar-2023 03:31 PM,finance_102450.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,2.0,323452.0,Dinesh,15-Feb-2023 06:08 PM,Rejected-Technical,Rejected,23-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration,,,,,,,,,,,,,,,,,,,,,,,,,3.0,324630.0,Kapil Sharma,17-Feb-2023 10:39 AM,Rejected-Finance,Due to higher bidder,10-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,4.0,323826.0,PARDEEP KUMAR,16-Feb-2023 08:24 PM,Rejected-Finance,Due to higher bidder,10-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,5.0,322635.0,Parveen Dhiman,16-Feb-2023 03:20 PM,Rejected-Finance,Due to higher bidder,10-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand certificate in HP PWD duly verified by competent authority,,,,,,,,,,,,,,,,,,,,,,,,,6.0,324570.0,Vipul Bali Govt. Contractor,17-Feb-2023 09:58 AM,Accepted-AOC,L1,28-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,7.0,323441.0,WALIA CONSTRUCTIONS,16-Feb-2023 01:58 PM,Rejected-Finance,Due to higher bidder,10-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Turn over and Balance sheet for the last five years only for the tender costing more than 50 lacs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
