Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-KSG- E-TENDER 21-22 8157,2022_PWD_55996_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"8,57,500",No,fixed,,EE HPPWD KARSOG,KARSOG,21-Jan-2022 02:30 PM,31-Jan-2022 12:00 PM,21-Jan-2022 02:30 PM,29-Jan-2022 10:00 AM,NA ,NA ,21-Jan-2022 02:30 PM,29-Jan-2022 10:00 AM,07-Feb-2022 12:20 PM,EE HPWD KARSOG,EE HPPWD KARSOG,"5,000",EE HPPWD KARSOG,KARSOG,No,1.0,DD - Demand Draft,"Construction of Govt. Senior Secondary School Kheel at Karsog Distt. Mandi (HP) (SHC/o Building portion ,W.S. AND S.I., Rain water Harvesting Tank system,septic tank AND Soak pit)","Construction of Govt. Senior Secondary School Kheel at Karsog Distt. Mandi (HP) (SHC/o Building portion ,W.S. AND S.I., Rain water Harvesting Tank system,septic tank AND Soak pit)",Please refer Tender documents. ,NA ,"4,28,73,860",Civil Works - Buildings,NA ,Tender,90.0,540.0,KARSOG,175011.0,NA ,NA ,NA ,EE HPPWD KARSOG,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,AOC,Finance,OK,Arvind Kumar Bhardwaj,30-Mar-2022 12:45 PM,None,BOQ Comparative Chart,1.0,259406.0,AJAY PATHANIA,INR,"44,974,671",1.0,259406.0,AJAY PATHANIA,28-Jan-2022 06:53 PM,Accepted-AOC,Found L-I,03-Mar-2023 01:15 PM,Technical,Find Attachement,Arvind Kumar Bhardwaj,07-Feb-2022 12:11 PM,technical_84150.pdf,PWD,2022_PWD_55996_1,PW-KSG- E-TENDER 21-22 8157,"Construction of Govt. Senior Secondary School Kheel at Karsog Distt. Mandi (HP) (SHC/o Building portion ,W.S. AND S.I., Rain water Harvesting Tank system,septic tank AND Soak pit)",Arvind Bhardwaj,Internal,"Gulab Singh,Prem Singh",Arvind Kumar Bhardwaj,07-Feb-2022 12:15 PM,07-Feb-2022 12:20 PM,techsummary_84150.pdf (2088.20 KB),EE Karsog,Internal,Attached.,Arvind Kumar Bhardwaj,03-Mar-2023 01:09 PM,finsummary_84150.pdf (367.37 KB),03-Mar-2023,"INR 42,873,860",540.0,Arvind Kumar Bhardwaj,03-Mar-2023 01:13 PM,GSSSkheelAwardLetter.pdf (363.00 KB),Award letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,EMD Indicated In Schedule F,AOC,,,,,,,,,,,,2.0,259439.0,JEET KUMAR GUPTA,29-Jan-2022 09:40 AM,Not Admitted-Fee/PreQual/Technical,Others-Not submission of original documents such as Cost of tender form and Earnest Money.,07-Feb-2022 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,AOC,,,,,,,,,,,,3.0,259419.0,Suket Construction Co. Pvt. Ltd.,28-Jan-2022 07:07 PM,Rejected-Finance,Found-II,03-Mar-2023 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding No Relative Working in PWD Department.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Detail Litigation Cases.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum similar work done in last five years without LD not less than 40 percent of Est. cost.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery as per bedding document with ownership proof,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Copy.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
