Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
06-Dec-2022 06:00 PM,27-Dec-2022 03:00 PM,06-Dec-2022 06:05 PM,27-Dec-2022 02:00 PM,NA ,NA ,15-Dec-2022 10:00 AM,27-Dec-2022 02:00 PM,09-Jan-2023 01:00 PM,"9,89,412",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"10,000",Nil,Nil,No,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,DHUBRI/2022-23/RIDF/I,2022_DoWR_28054_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Pro-siltation measures for restoration of Belguri Village from flood damage of river Gangadhar.,Pro-siltation measures for restoration of Belguri Village from flood damage of river Gangadhar.,Please refer Tender documents. ,NA ,"4,94,70,583",Civil Works,NA ,Tender,180.0,100.0,DHUBRI,783301.0,NA ,NA ,NA ,Guwahati,No ,No,AOC,Director Design,Internal,,Jayanta Kumar Barman,30-Jan-2023 12:36 PM,finsummary_44518.pdf (524.15 KB),1.0,170152.0,Jiten Kalita,INR,44523526.0,13-Mar-2023,INR 44523526,100.0,Jayanta Kumar Barman,14-Mar-2023 01:02 PM,work_order.pdf (779.00 KB),Pro-siltation measures for restoration of Belguri Village from flood damage of river Gangadhar.,1,170640,Akhil Kumar Jain,26-Dec-2022 07:27 PM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,Finance,Updated CS may be prepared,Jayanta Kumar Barman,20-Jan-2023 05:23 PM,,BOQ Comparative Chart,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,09-Jan-2023 11:15 AM,,Department of Water Resources||Chief Engineer - DoWR,2022_DoWR_28054_1,DHUBRI/2022-23/RIDF/I,Pro-siltation measures for restoration of Belguri Village from flood damage of river Gangadhar.,Director Design,Internal,,Jayanta Kumar Barman,09-Jan-2023 12:57 PM,09-Jan-2023 01:00 PM,techsummary_44518.pdf (472.49 KB),AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,170174,Ashit Roy,23-Dec-2022 03:28 PM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,168646,Ashok Kumar Jain,26-Dec-2022 06:23 PM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,170691,DEBASHIS SENGUPTA,27-Dec-2022 11:33 AM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,170707,GLOBAL ENTERPRISE,27-Dec-2022 01:56 PM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,170695,Jethmal Maloo,27-Dec-2022 02:41 AM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,170152,Jiten Kalita,27-Dec-2022 12:54 PM,Accepted-AOC,PROPER,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,170491,Maniraj Brahma,27-Dec-2022 12:43 PM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,170422,M/S S.A. ENTERPRISE,27-Dec-2022 11:43 AM,Rejected-AOC,Not Qualified for AOC,14-Mar-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,170683,ROHIT SAH,27-Dec-2022 12:17 PM,Rejected-Technical,Non Responsive,09-Jan-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
