Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,NAGAON/2022-23/RIDF/IV,2022_DoWR_28158_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"5,24,281",Yes,percentage,2.0%,Nil,Nil,"5,000",Nil,Nil,No,09-Dec-2022 06:30 PM,30-Dec-2022 03:00 PM,09-Dec-2022 06:35 PM,30-Dec-2022 02:00 PM,NA ,NA ,17-Dec-2022 10:00 AM,30-Dec-2022 02:00 PM,09-Jan-2023 05:50 PM,Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra PACKAGE 2,Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra,Please refer Tender documents. ,NA ,"2,62,14,046",Civil Works,NA ,Tender,180.0,100.0,NAGAON,782001.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,SBI Bank,Chief Engineer Water Resources Department,"O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",AOC,Director Design,Internal,,Jayanta Kumar Barman,30-Jan-2023 09:50 AM,finsummary_44911.pdf (560.52 KB),1,170854,Ashit Roy,28-Dec-2022 03:39 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,Department of Water Resources||Chief Engineer - DoWR,2022_DoWR_28158_1,NAGAON/2022-23/RIDF/IV,Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra PACKAGE 2,13-Mar-2023,INR 23592642,100.0,Jayanta Kumar Barman,23-Mar-2023 06:00 PM,muwamari_nagaon_pkg_2.pdf (2791.00 KB),Protection of B/dyke at upstream of Muwamari butting point from the erosion of river Brahmaputra PACKAGE 2,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,09-Jan-2023 03:41 PM,,1.0,171150.0,MS PG Construction,INR,23592642.0,Finance,Updated CS may be prepared,Jayanta Kumar Barman,28-Jan-2023 12:03 PM,,BOQ Comparative Chart,Director Design,Internal,,Jayanta Kumar Barman,09-Jan-2023 05:45 PM,09-Jan-2023 05:50 PM,techsummary_44911.pdf (419.48 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,171125,Bhartia Infra Projects Ltd,30-Dec-2022 01:44 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,171014,Deben Rajkhuwa,29-Dec-2022 07:17 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,170931,GEMINI ENTERPRISE,28-Dec-2022 04:41 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,170823,GLOBAL ENTERPRISE,28-Dec-2022 05:35 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,171150,MS PG Construction,29-Dec-2022 09:24 PM,Accepted-AOC,PROPER,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,170863,NORTH EAST ENTERPRISE,30-Dec-2022 10:32 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,171114,PRAJIB DUTTA,30-Dec-2022 11:24 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,170953,ROHIT SAH,30-Dec-2022 11:18 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,170838,Sailendra Kalita,28-Dec-2022 08:31 PM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,170874,S. D. Enterprise,28-Dec-2022 11:44 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,170699,SOMESWAR DAS,30-Dec-2022 10:02 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,169365,Yugant Infrastructure Private Limited,22-Dec-2022 11:21 AM,Rejected-AOC,Not Qualified for AOC,23-Mar-2023 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
