Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
16-Mar-2023,"INR 6,884,533",270.0,Sushil Kumar Dhadwal,16-Mar-2023 11:32 AM,AOC.pdf (1457.00 KB),AOC,Er. Sushil Kumar Dhadwal,Internal,"DAO (Gr-I), HPPWD, Divn., Kangra, Divisional Head Draughtsman, HPPWD, Kangra, Superintendent (Gr-II) (Estt.) HPPWD, Kangra Superintendent (Gr-II) (Accounts) HPPWD, Kangra",Sushil Kumar Dhadwal,16-Mar-2023 11:27 AM,finsummary_105269.pdf (452.41 KB),Er. Sushil Kumar Dhadwal,Internal,Summary,Sushil Kumar Dhadwal,13-Mar-2023 12:26 PM,13-Mar-2023 12:30 PM,techsummary_105269.pdf (687.09 KB),PWD,2023_PWD_69812_1,10625.0,Balance work for construction of Type-II Quarter with Parking Revenue Colony at Kangra,1.0,330751.0,Ashok Soni,INR,"5,343,914",Finance,Summary,Sushil Kumar Dhadwal,16-Mar-2023 10:48 AM,finance_105269.pdf,BOQ Comparative Chart,Technical,Summary,Sushil Kumar Dhadwal,13-Mar-2023 12:24 PM,technical_105269.pdf,1.0,330751.0,Ashok Soni,07-Mar-2023 09:22 PM,Accepted-AOC,Award,16-Mar-2023 11:32 AM,AOC,Balance work for construction of Type-II Quarter with Parking Revenue Colony at Kangra,"(SH C/O Building portion including water supply and sanitary installation, construction of Septic Tank and construction of rain water harvesting system)",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,270.0,Kangra,176001.0,NA ,NA ,NA ,Kangra,No ,No,Executive Engineer,"HPPWD Division, Kangra","2,000",Nil,Nil,No,"1,01,400",No,fixed,,Nil,Nil,1.0,ICICI BANK,01-Mar-2023 09:00 AM,10-Mar-2023 11:00 AM,01-Mar-2023 09:00 AM,10-Mar-2023 10:30 AM,NA ,NA ,01-Mar-2023 11:00 AM,10-Mar-2023 10:30 AM,13-Mar-2023 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F (Required only National Bank),PWD,10625.0,2023_PWD_69812_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,332092.0,Ashwani,10-Mar-2023 09:52 AM,Rejected-Finance,rate higher side,16-Mar-2023 11:27 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,330812.0,Neeraj,09-Mar-2023 11:45 PM,Rejected-Finance,rate higher side,16-Mar-2023 11:27 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,332238.0,PARDEEP KUMAR,09-Mar-2023 02:53 PM,Rejected-Finance,rate higher side,16-Mar-2023 11:27 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff required as per Clause 36(1(2) and 36(A),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b and Sr. No-4 Schedule-D,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant shown in schedule-F (Sr. No-6.19) (Refer clause No-18),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN Number and EPF Number, GST Registration (Refer General Rule No-21)",,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HPPWD Form No-8 (Shown in General Rule and Direction 26(26.7),,,,,,,,,,,,,,,AOC
