Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
10-Mar-2023,"INR 55,703,493",540.0,Suresh Kumar Walia,15-Mar-2023 11:43 AM,Award.pdf (249.00 KB),Award,SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,04-Mar-2023 11:53 AM,finsummary_102683.pdf (191.04 KB),SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,21-Feb-2023 10:18 AM,25-Feb-2023 03:30 PM,techsummary_102683.pdf (685.87 KB),PWD,2023_PWD_68095_4,NABARD 12,Construction of Balance work Patola road including bridge over Guglahar Nallah linking village Nehar with Upper Kothian Km 0/000 to 6/195 )Under NABARD RIDF-XXVIII,Finance,sum,Suresh Kumar Walia,04-Mar-2023 11:51 AM,finance_102683.pdf,BOQ Comparative Chart,1.0,322696.0,Ujjawal Singh,INR,"57,540,036",Technical,sum,Suresh Kumar Walia,21-Feb-2023 10:17 AM,technical_102683.pdf,1.0,324078.0,garg,15-Feb-2023 08:47 PM,Rejected-Finance,Lowest 2,04-Mar-2023 11:53 AM,AOC,"5,000",Nil,Nil,No,06-Feb-2023 02:10 PM,17-Feb-2023 11:30 AM,06-Feb-2023 02:10 PM,16-Feb-2023 05:00 PM,NA ,NA ,06-Feb-2023 02:10 PM,16-Feb-2023 05:00 PM,25-Feb-2023 03:30 PM,Construction of Balance work Patola road including bridge over Guglahar Nallah linking village Nehar with Upper Kothian Km 0/000 to 6/195 )Under NABARD RIDF-XXVIII,"Formation cutting, Retaining walls, cross drainage works, GSB, WBM-II WBM-III, Tarring, cement concrete pavement, drain, and construction of 25.00 mtr span Box Girder bridge over Guglahar Nallah including five years routine maintenance)Under NABARD",Please refer Tender documents. ,NA ,"5,57,03,493",Civil Works - Roads,NA ,Tender,120.0,540.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o S E 5th circle HP PWD Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Form of Bid for Part-I of the Bid as per Section-6.,1.0,ICICI BANK,PWD,NABARD 12,2023_PWD_68095_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"11,15,000",No,fixed,,Nil,Nil,Superintending Engineer,O/o S E 5th circle HP PWD Palampur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,322696.0,Ujjawal Singh,15-Feb-2023 05:00 PM,Accepted-AOC,Award,15-Mar-2023 11:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1 (online),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2), (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4) along with document i.e. Bill, R.C. etc",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.9)",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 3(1.10),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g),,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, Address of Bank",,,,,,,,,,,,,,,,,,,,,,,,,AOC
