Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,as per uploaded document,Dalip singh Patial,11-Sep-2022 07:29 PM,finance_95097.pdf,BOQ Comparative Chart,1.0,292974.0,Insat Techno Services,INR,"2,478,305",Technical,as per uploaded document,Dalip singh Patial,01-Sep-2022 02:32 PM,technical_95097.pdf,1.0,293676.0,AVNET SOLUTIONS,30-Jul-2022 05:06 PM,Rejected-Finance,L2,11-Sep-2022 07:31 PM,13-Mar-2023,"INR 2,361,727",90.0,Dalip singh Patial,13-Mar-2023 04:35 PM,AOC5620-25.pdf (778.00 KB),5620-25 DT 23.09.2022,Er. Dalip Singh Patial Executive Engineer,Internal,Supdt. DAO HDM/JDM,Dalip singh Patial,11-Sep-2022 07:31 PM,finsummary_95097.pdf (22.35 KB),Er. Dalip Singh Patial Executive Engineer,Internal,Supdt. DAO HDM/JDM of this office,Dalip singh Patial,01-Sep-2022 02:34 PM,07-Sep-2022 11:30 AM,techsummary_95097.pdf (222.83 KB),PWD,2022_PWD_63060_1,Elect. Division HPPWD Palampur,"C/O War Museum at Dharamshala, Distt. Kangra, HP (SH- Providing Audio Conference system therein)",AOC,"43,000",No,fixed,,Nil,Nil,25-Jul-2022 05:00 PM,01-Aug-2022 11:30 AM,25-Jul-2022 05:00 PM,01-Aug-2022 10:00 AM,NA ,NA ,25-Jul-2022 05:00 PM,01-Aug-2022 10:00 AM,07-Sep-2022 11:30 AM,500.0,Nil,Nil,No,Executive Engineer,Electrical Division HPPWD Palampur,1.0,ICICI BANK,PWD,Elect. Division HPPWD Palampur,2022_PWD_63060_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of online payment towards the cost of bid documents and Earnest Money Deposited,"C/O War Museum at Dharamshala, Distt. Kangra, HP (SH- Providing Audio Conference system therein)","C/O War Museum at Dharamshala, Distt. Kangra, HP (SH- Providing Audio Conference system therein)",Please refer Tender documents. ,NA ,"23,61,727",Electrical Works,NA ,Tender,120.0,90.0,"Dharamshala, Distt. Kangra",176215.0,NA ,NA ,NA ,Palampur,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,293536.0,DYNAMIC SYSTEMS,01-Aug-2022 02:23 AM,Rejected-Technical,Technically Not Qualified,01-Sep-2022 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Certificate of OEM/Authorized by OEM as per tender document page-147,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,292974.0,Insat Techno Services,30-Jul-2022 05:17 PM,Accepted-AOC,L1,13-Mar-2023 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Compliance sheet regarding makes and models as per tender document page-147,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average Annual financial turnover as per tender document page-147,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR filed,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature of work done certificate as per tender document page-147,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,General Conditions of Contract (GCC),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration by the contractor,,,,,,,,,,,,,,,,,,,AOC
