S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,331683.0,S Murugeshan Pillai,INR,"1,293,774","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2023_HPIPH_69745_1,NHN-SMROO-722 18713-793 dt 25/02/23,Providing Tubewell and Improvement of WSS of Nagal Suketi in GP KalaAmb Tehsil Nahan Distt. Sirmour HP,ER Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,10-Mar-2023 11:30 AM,finsummary_105198.pdf (169.18 KB),ER Ashish Rana EE,Internal,TA Supdt HDM DAo EE,Ashish Rana,10-Mar-2023 11:15 AM,10-Mar-2023 11:20 AM,techsummary_105198.pdf (316.14 KB),1.0,331242.0,BHAW SINGH KAPOOR CONTRACTOR,04-Mar-2023 09:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:12 AM,18-Mar-2023,"INR 1,932,338",30.0,Ashish Rana,20-Mar-2023 06:57 PM,AOC.pdf (775.00 KB),Award to Contractor,Finance,Financial Bid Opening Summary,Ashish Rana,10-Mar-2023 11:27 AM,finance_105198.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Ashish Rana,10-Mar-2023 11:12 AM,technical_105198.pdf,AOC,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722 18713-793 dt 25/02/23,2023_HPIPH_69745_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,27-Feb-2023 05:00 PM,06-Mar-2023 11:30 AM,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,NA ,NA ,27-Feb-2023 05:00 PM,06-Mar-2023 11:00 AM,10-Mar-2023 11:20 AM,"36,500",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Providing Tubewell and Improvement of WSS of Nagal Suketi in GP KalaAmb Tehsil Nahan Distt. Sirmour HP,Source Augmentation of LWSS Suketi by Drilling lowering assembling and development of tubewell 200 mm dia 165 mtrs deep,Please refer Tender documents. ,NA ,"19,32,338",Water Equipments/ Meter/ Drilling/ Boring,NA ,Tender,120.0,30.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,331523.0,H.N.SINGH AND COMPANY,05-Mar-2023 08:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:12 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,331683.0,S Murugeshan Pillai,04-Mar-2023 06:27 PM,Accepted-AOC,AOC,20-Mar-2023 06:57 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,331958.0,vats associates,06-Mar-2023 06:56 AM,Rejected-Finance,Reject,10-Mar-2023 11:30 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and condition as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of same kind of work as mentioned in NIT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit specifying that the benefit availed under earnest money exemption has not been exhauste,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),AOC
