EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"64,800",No,fixed,,Nil,Nil,24-Jan-2023 05:00 PM,02-Feb-2023 11:30 AM,24-Jan-2023 05:00 PM,02-Feb-2023 10:00 AM,NA ,NA ,24-Jan-2023 05:00 PM,02-Feb-2023 10:00 AM,10-Feb-2023 11:30 AM,C/O Civil Hospital (Additional work) at Palampur in Tehsil Palampur Distt. Kangra (HP) (SH- Providing 1 No. 20 Passengers Electric Traction Elevator (with machine room 6 stop 6 opening) therein),C/O Civil Hospital (Additional work) at Palampur in Tehsil Palampur Distt. Kangra (HP) (SH- Providing 1 No. 20 Passengers Electric Traction Elevator (with machine room 6 stop 6 opening) therein),Please refer Tender documents. ,NA ,"38,20,000",Electrical Works,NA ,Tender,120.0,180.0,Palampur in Distt. Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of online payment towards the cost of tender form and Earnest Money Deposited,"1,500",Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,Elect. Division HPPWD Palampur,PWD,Elect. Division HPPWD Palampur,2023_PWD_67506_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,as per uploaded document,Dalip singh Patial,25-Feb-2023 04:18 PM,finance_101705.pdf,BOQ Comparative Chart,1.0,318206.0,SHARMA ELECTRICAL CO.,INR,"3,810,000",1.0,318211.0,PRAGATI ELECTRICAL AND ELECTRONIC CO,01-Feb-2023 12:33 PM,Rejected-Finance,L2,25-Feb-2023 04:20 PM,Technical,as per uploaded document,Dalip singh Patial,08-Feb-2023 11:02 AM,technical_101705.pdf,Er. Dalip Singh Patial Executive Engineer,Internal,DAO Draughtsman Supdt. of this office,Dalip singh Patial,08-Feb-2023 11:21 AM,10-Feb-2023 11:30 AM,techsummary_101705.pdf (281.06 KB),PWD,2023_PWD_67506_2,Elect. Division HPPWD Palampur,C/O Civil Hospital (Additional work) at Palampur in Tehsil Palampur Distt. Kangra (HP) (SH- Providing 1 No. 20 Passengers Electric Traction Elevator (with machine room 6 stop 6 opening) therein),11-Mar-2023,"INR 3,820,000",180.0,Dalip singh Patial,11-Mar-2023 12:41 PM,9344-49.pdf (1407.00 KB),9344-49 dt 16.02.2023,Er. Dalip Singh Patial Executive Engineer,Internal,Supdt. DAO Draughtsman,Dalip singh Patial,25-Feb-2023 04:20 PM,finsummary_101705.pdf (22.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of OEM/Authorized by OEM as per tender document,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,318206.0,SHARMA ELECTRICAL CO.,01-Feb-2023 11:56 AM,Accepted-AOC,L1,11-Mar-2023 12:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR filed,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average Annual Turnover as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per tender document page-147,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 (GCC) duly signed,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration by the contractor duly signed,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities (BOQ),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
