Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage
"4,000",Nil,Nil,No,10-Dec-2022 06:00 PM,30-Dec-2022 03:00 PM,10-Dec-2022 06:05 PM,30-Dec-2022 02:00 PM,NA ,NA ,17-Dec-2022 10:00 AM,30-Dec-2022 02:00 PM,09-Jan-2023 01:10 PM,"3,60,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Anti-erosion measures to protect Sensua area along right bank of river Kollong under Nagaon revenue circle.,Anti-erosion measures to protect Sensua area along right bank of river Kollong under Nagaon revenue circle.,Please refer Tender documents. ,NA ,"1,79,99,980",Civil Works,NA ,Tender,180.0,100.0,NAGAON,782001.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,Department of Water Resources||Chief Engineer - DoWR,NAGAON/2022-23/RIDF/IX,2022_DoWR_28166_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Water Resources Department, Assam","Office of the Chief Engineer, Water Resources Department, Assam, Basistha, Guwahati 29",AOC,1,170865,Chiranjiv Agarwal,29-Dec-2022 04:55 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,Director Design,Internal,,Jayanta Kumar Barman,09-Jan-2023 01:09 PM,09-Jan-2023 01:10 PM,techsummary_44936.pdf (381.76 KB),Department of Water Resources||Chief Engineer - DoWR,2022_DoWR_28166_1,NAGAON/2022-23/RIDF/IX,Anti-erosion measures to protect Sensua area along right bank of river Kollong under Nagaon revenue circle.,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,07-Jan-2023 03:37 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,2,170700,Deben Rajkhuwa,29-Dec-2022 07:24 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,171132,DURGA PRASAD UPADHYA,29-Dec-2022 08:21 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,170994,GLOBAL ENTERPRISE,28-Dec-2022 09:22 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,171198,M/S KALYAN & ASSOCIATES,30-Dec-2022 12:05 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,171169,M/S. S. S. ENGINEERS,30-Dec-2022 11:18 AM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,171161,M/S SYSTRONICS,30-Dec-2022 12:10 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,170837,POLASH JYOTI SAIKIA,29-Dec-2022 06:47 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,170831,Sailendra Kalita,28-Dec-2022 08:38 PM,Rejected-AOC,Not Qualified for AOC,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,170815,SKH VENTURE LLP,29-Dec-2022 04:56 PM,Accepted-AOC,PROPER,20-Mar-2023 01:37 PM,,,,,,,,,,,,,,,,,AOC
