Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Form of Bid for Part-I of the Bid as per Section-6.,"5,000",Nil,Nil,No,PWD,NABARD 12,2023_PWD_68095_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of Kaisthwari Kawari Nianda Paddar road Km 0/000 to 5/500) Under NABARD RIDF-XXVIII,"Formation cutting, retaining wall ,breast wall cross drainage work, GSB, WBM-II, WBM-III, Tarring , cement concrete pavement drain, parapets and road furniture including five years routine maintenance under (NABARD) RIDF-XXVIII)",Please refer Tender documents. ,NA ,"6,44,27,588",Civil Works - Roads,NA ,Tender,120.0,540.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o S E 5th circle HP PWD Palampur,No ,No,1.0,ICICI BANK,Superintending Engineer,O/o S E 5th circle HP PWD Palampur,"12,89,000",No,fixed,,Nil,Nil,06-Feb-2023 10:00 AM,17-Feb-2023 11:30 AM,06-Feb-2023 10:00 AM,16-Feb-2023 05:00 PM,NA ,NA ,06-Feb-2023 10:00 AM,16-Feb-2023 05:00 PM,25-Feb-2023 03:30 PM,AOC,SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,21-Feb-2023 10:11 AM,25-Feb-2023 03:30 PM,techsummary_102562.pdf (694.47 KB),PWD,2023_PWD_68095_2,NABARD 12,Construction of Kaisthwari Kawari Nianda Paddar road Km 0/000 to 5/500) Under NABARD RIDF-XXVIII,10-Mar-2023,"INR 64,427,588",540.0,Suresh Kumar Walia,15-Mar-2023 11:49 AM,Award.pdf (230.00 KB),Award,SE 5th C Palampur,Internal,"EE (D) 5th Palampur, EE Tanda, DAO Tanda, AE (D) 5th Palampur, Supdt-II (B) 5th Palampur",Suresh Kumar Walia,04-Mar-2023 01:27 PM,finsummary_102562.pdf (241.35 KB),Finance,sum,Suresh Kumar Walia,04-Mar-2023 01:25 PM,finance_102562.pdf,BOQ Comparative Chart,1.0,323486.0,NAVNEET SHARMA,INR,"63,679,753",1.0,323486.0,NAVNEET SHARMA,16-Feb-2023 01:00 PM,Accepted-AOC,Award,15-Mar-2023 11:50 AM,Technical,sum,Suresh Kumar Walia,21-Feb-2023 10:10 AM,technical_102562.pdf,AOC
,,.pdf,Bid Security as per Section-2 Cl-16.1 (online),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,321702.0,VP SHARMA,14-Feb-2023 02:01 PM,Rejected-Finance,Lowest 2,04-Mar-2023 01:27 PM,,,,,,AOC
,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2), (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Q.I. as per Section 3(1.4) along with document i.e. Bill, R.C. etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Q.I. as per Section 3(1.6), (1.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Q.I. as per Section 3(1.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Q.I. as per Section-2 Cl(4.2 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"PAN, Address of Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Q.I. as per Section-2 Cl 4.4B(a), (c)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidder would like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Form of Bid for Part-II of the Bid as per Sec-6 a/w item rates offered by the Employer R.M. in sbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,BOQ section-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
