Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,Fee/PreQual/Technical,.pdf,Online receipt of fee,"Construcution of Additional Accomodation for Chief Engineer (KZ), HPPWD Dharamshala in Distt. Kangra, HP","Sub Head- Construction of building portion including water supply and sanitary installation, rain water harvesting tank and site development",Please refer Tender documents. ,NA ,"4,06,81,517",Civil Works - Buildings,NA ,Tender,75.0,365.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,22-Dec-2022 09:00 AM,03-Jan-2023 11:30 AM,22-Dec-2022 09:00 AM,02-Jan-2023 05:00 PM,NA ,NA ,22-Dec-2022 09:00 AM,02-Jan-2023 05:00 PM,09-Jan-2023 05:40 PM,"8,13,650",No,fixed,,Nil,Nil,1.0,ICICI BANK,"5,000",Nil,Nil,No,PWD,Dshala 13589-620,2022_PWD_66780_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer HP PWD DHaramshala,1.0,314289.0,Ashwani Kumar,29-Dec-2022 05:47 PM,Rejected-Finance,HIGHER BIDDER,11-Jan-2023,Technical,As per document attached,Tarlok Dhiman,09-Jan-2023 05:35 PM,technical_100642.pdf,1.0,314246.0,Ashwani Kumar Aggarwal,INR,"37,845,391",Finance,Attached,Anil Nagpal,10-Jan-2023 01:33 PM,finance_100642.pdf,BOQ Comparative Chart,PWD,2022_PWD_66780_1,Dshala 13589-620,"Construcution of Additional Accomodation for Chief Engineer (KZ), HPPWD Dharamshala in Distt. Kangra, HP",Er. ANIL NAGPAL,Internal,"Tender Assistant, HDM, Superintendent Gr-II, DAO",Tarlok Dhiman,09-Jan-2023 05:39 PM,09-Jan-2023 05:40 PM,techsummary_100642.pdf (736.46 KB),Er. ANIL NAGPAL,Internal,"TA,HDM,SUPDT. DAO",Anil Nagpal,11-Jan-2023 12:29 PM,finsummary_100642.pdf (576.42 KB),11-Mar-2023,"INR 37,845,391",365.0,Tarlok Dhiman,04-May-2023 03:17 PM,AshwaniAggarwal.pdf (1070.00 KB),SHRI ASHWANI KUMAR AGGARWAL
,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,314246.0,Ashwani Kumar Aggarwal,02-Jan-2023 12:40 PM,Accepted-AOC,L1,04-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,314470.0,M/s Kulwinder Singh and Co.,02-Jan-2023 11:07 AM,Rejected-Finance,HIGHER BIDDER,11-Jan-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,314106.0,Ravi Kumar,31-Dec-2022 03:14 PM,Rejected-Finance,HIGHER BIDDER,11-Jan-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Up to date existing commitments/Work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,314330.0,Ujjawal Singh,01-Jan-2023 04:10 PM,Rejected-Finance,HIGHER BIDDER,11-Jan-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Form No. 7 and 8 Duly signed on judicial paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Employee Provident fund Number(EPF Number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
